dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""you really are a cannibal."", ""i prefer the term--"", ""whatever,so now you're a woman.how does it feel?""]",[],bp_3_347_3,"[[87.0, 40.0, 230.0, 113.0], [215.0, 99.0, 330.0, 152.0], [320.0, 49.0, 476.0, 131.0]]",[],"[[130.0, 226.0, 183.0, 261.0], [359.0, 228.0, 422.0, 261.0], [127.0, 223.0, 181.0, 259.0]]","{name: ""s""},
ArgumentType:
{name: ""p"",

value: ""s"",

value: ""p"",

}

ArgumentCount:

{name: ""t"",

value: ""t"",

value: ""t"","
"[""then why go at all, t'challa?"", ""because you asked me to, logan.""]",[],bp_3_350_3,"[[43.0, 5.0, 244.0, 71.0], [242.0, 86.0, 407.0, 182.0]]",[],"[[37.0, 203.0, 186.0, 376.0], [390.0, 138.0, 483.0, 355.0]]","The character in question.
The character in question. The character in question. The character in question. The character in question. The character in question. The character in question. The character in question. The character in question.
This is a common mistake in comic books, with the character in question being the only"
"[""of course not."", ""in a worst-case scenario, the panther god could consume your immortal soul, but that's pretty unlikely."", ""you're not joking."", ""no.""]",[],bp_3_353_1,"[[10.0, 10.0, 99.0, 71.0], [52.0, 63.0, 260.0, 188.0], [139.0, 403.0, 266.0, 463.0], [114.0, 457.0, 177.0, 494.0]]",[],"[[67.0, 200.0, 96.0, 231.0], [66.0, 200.0, 91.0, 226.0], [131.0, 214.0, 166.0, 242.0], [65.0, 199.0, 96.0, 227.0]]","""What is the situation? If I'm being attacked by the spider spider, what are they going to do? What are they doing to me?""
Argument:
""What if I can't open a door? What are they going to do?""
Argument:
""What if I can't move"
"[""then you agree to the ritual."", ""you didn't answer my question"", ""you first"", ""who--?""]",[],bp_3_353_2,"[[37.0, 17.0, 187.0, 99.0], [591.0, 4.0, 808.0, 65.0], [575.0, 46.0, 671.0, 105.0], [630.0, 155.0, 748.0, 209.0]]",[],"[[228.0, 4.0, 526.0, 333.0], [853.0, 86.0, 1051.0, 330.0], [226.0, 3.0, 526.0, 331.0], [854.0, 84.0, 1050.0, 328.0]]","A character's name and age
The name and age of the character's name and age
The name and age of the character's name and age
The name and age of the character's name and age
The name and age of the character's name and age
The name and age of the character's name"
"[""ah. right on time.""]",[],bp_3_353_3,"[[193.0, 19.0, 319.0, 79.0]]",[],"[[165.0, 77.0, 219.0, 148.0]]","{ ""name"" : ""A"", ""type"" : ""string"", ""value"" : ""A"" }
Argument Type:
{ ""name"" : ""ArgumentType"", ""type"" : ""string"", ""value"" : ""ArgumentType"" }
Argument Type"
"[""what the hell?!""]",[],bp_3_354_0,"[[744.0, 65.0, 846.0, 108.0]]",[],"[[519.0, 12.0, 640.0, 118.0]]","A simple example:
The first thing I want to do is figure out what is going on with the player. Is the player going to lose the game? Is the player going to win?
The player will know about this and will be able to answer questions on it. You can also tell the player what's"
"[""t'challa...?"", ""t'challa...?""]",[],bp_3_354_1,"[[507.0, 31.0, 626.0, 62.0], [588.0, 98.0, 707.0, 127.0]]",[],"[[252.0, 2.0, 490.0, 258.0], [750.0, 4.0, 1047.0, 207.0]]","The comic is about a girl who gets into a fight with her friends when she finds out that her boyfriend is dead.
The comic is about a girl who gets into a fight with her friends when she finds out that her boyfriend is dead. Summary:
The comic is about a girl who loses her friend and gets"
"[""i am calling on you--"", ""--two of my oldest and dearest friends--"", ""--to take advantage of the neutral ground that wakanda provides. let the spirit of the day rekindle friendships that are deeper than whatever differences separate us.""]",[],bp_3_355_1,"[[301.0, 3.0, 449.0, 52.0], [456.0, 4.0, 612.0, 91.0], [769.0, 138.0, 1139.0, 248.0]]",[],"[[699.0, 6.0, 785.0, 154.0], [695.0, 2.0, 782.0, 153.0], [695.0, 1.0, 779.0, 152.0]]","An argument explaining the situation in the comic. Example:
An argument explaining the situation in the comic.
Example:
An argument explaining the situation in the comic.
Example:
An argument explaining the situation in the comic.
And more.
A message will be sent to the user (e.g"
"[""tony, i've listened to you. now listen to me:"", ""this cancer that is eating away at the soul of your country, it has no home here.""]",[],bp_3_357_3,"[[22.0, 8.0, 297.0, 43.0], [87.0, 62.0, 292.0, 146.0]]",[],"[[54.0, 240.0, 251.0, 454.0], [55.0, 239.0, 252.0, 453.0]]","-1 -1 -1 -1 -1 -1
The argument to the argument must be a string.
The first character after the argument specifies the character in the argument string.
The second character after the argument specifies the character in the character string.
If no character is specified, the character in the"
"[""crystal."", ""give my regards to ororo.tell her i'm sorry i couldn't stay.""]",[],bp_3_357_4,"[[47.0, 17.0, 155.0, 43.0], [46.0, 56.0, 192.0, 162.0]]",[],"[[57.0, 182.0, 104.0, 230.0], [57.0, 182.0, 103.0, 227.0]]","A boolean indicating whether the character is in the current position, when the character moves, or when the character reaches the end of its current state. If the character is in the current position, then the character is moved to the beginning of its current condition.
If the character is in the current condition, then the character"
"[""am i clear?""]",[],bp_3_357_5,"[[41.0, 47.0, 123.0, 89.0]]",[],"[[20.0, 112.0, 273.0, 578.0]]","The current action of the character.
The current action of the character. The current action of the character.
The current action of the character. The current action of the character.
A character is described by the following five basic actions:
A character is defined by the following two basic actions:
The character"
"[""let's do this.""]",[],bp_3_359_1,"[[353.0, 24.0, 447.0, 63.0]]",[],"[[165.0, 13.0, 328.0, 181.0]]","If a character is on a planet, he would not be on a planet that is not a planet.
Argument:
A character who is on a planet could not be in a planet.
If a character with no planets is on a planet, the same character with a planet could not be in a planet"
"[""if you would at least consider a conversation, it might be a worth a lot to both of us. my door is always open.""]",[],bp_3_361_3,"[[36.0, 7.0, 259.0, 133.0]]",[],"[[120.0, 274.0, 432.0, 586.0]]","<table> <tr>
<td> <td> <tn> <a href=""https://www.flickr.com/photos/1236805410/""> <img src=""https://static.flickr.com/photos/1236805410/46/141099"
"[""we must be sure and tell prince namor \""thank you\"" for use of this island. it's uncharted, but more important...""]",[],bp_3_362_2,"[[621.0, 2.0, 909.0, 114.0]]",[],"[[934.0, 5.0, 1149.0, 312.0]]","Some arguments are arguments to which the comic is written. This can be used to describe a situation with an argument or a condition, or a story.
Example:
The story of The Dark Knight Rises, which is based in the comic The Dark Knight Rises, is a story of an assassin who uses an"
"[""behind the smiles and the gifts lurks fear. people look at us as a couple and quiver."", ""too much power, too much wealth, too well connected. they think we might take over the world."", ""so you want to do a goodwill tour to assuage their fears."", ""exactly.""]",[],bp_3_363_1,"[[3.0, 5.0, 352.0, 62.0], [70.0, 64.0, 292.0, 174.0], [305.0, 84.0, 482.0, 183.0], [266.0, 179.0, 375.0, 215.0]]",[],"[[218.0, 222.0, 254.0, 258.0], [218.0, 222.0, 253.0, 256.0], [263.0, 240.0, 306.0, 266.0], [217.0, 220.0, 252.0, 259.0]]","One of the following is displayed when the character is in one of the two forms:
The first is displayed when the character is in the first form, while the second is displayed when the character is in the second form.
The character is shown in the second form, but not in the first.
The first"
"[""are we going to see him soon?is there a regular meeting of super-powered monarchs that we'll be attending?"", ""well, not a \""regular meeting,\"" no.but i thought it would be a good idea for us to visit some of the larger centers of global power.""]",[],bp_3_363_3,"[[4.0, 9.0, 327.0, 77.0], [87.0, 497.0, 328.0, 617.0]]",[],"[[22.0, 176.0, 173.0, 318.0], [346.0, 250.0, 552.0, 427.0]]","The first column, the value of the argument, is the name of the argument. The second column, the value of the argument, is the name of the argument.
The third column, the value of the argument, is the name of the argument.
The fourth column, the value of the argument, is"
"[""you could think that... ..there are no facts to support it, but you could think that.""]",[],bp_3_364_3,"[[209.0, 25.0, 377.0, 212.0]]",[],"[[484.0, 8.0, 916.0, 256.0]]","Argument Description rsv_t : The line number of the video.
: The line number of the video. x_line : The line number of the video.
: The line number of the video. z_line : The line number of the video.
When the argument is a string, it"
"[""i am doom!"", ""goodbye.""]",[],bp_3_365_3,"[[376.0, 36.0, 465.0, 89.0], [773.0, 18.0, 881.0, 54.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [675.0, 7.0, 752.0, 99.0]]","Solution:
Solution:
The argument should start with a string.
Note: This is the only case where the argument is valid.
The argument should also be a valid argument.
Solution:
The argument should be an integer.
Note: This is the only case where the argument is valid."
"[""what happened to the lights?"", ""what? i can't hear you! my hearing aid isn't working!""]",[],bp_3_366_0,"[[265.0, 39.0, 421.0, 109.0], [346.0, 91.0, 602.0, 197.0]]",[],"[[20.0, 36.0, 257.0, 344.0], [620.0, 104.0, 936.0, 406.0]]","The comic has an argument. The arguments are:
The comic is in a position to save a character. The characters must be saved. The comic exists in the current timeline.
A comic exists in the current timeline. A comic exists in the current timeline. A comic is a place you can visit.
A"
"[""looks like someone cut your puppets' strings, doom.""]",[],bp_3_366_3,"[[178.0, 209.0, 361.0, 322.0]]",[],"[[173.0, 546.0, 369.0, 810.0]]","\r
\tThe argument is a list of characters in the comic and the character's name.
If the character is not part of the list, it becomes a blank space.
Example:
\r

\tThe character was an animal.
\r

\tThe character had"
"[""put us down here, please."", ""but the ship won't fly."", ""it will. the vibranium hull protected it from the effect of the emp.""]",[],bp_3_367_1,"[[450.0, 5.0, 623.0, 53.0], [422.0, 52.0, 559.0, 116.0], [522.0, 103.0, 704.0, 193.0]]",[],"[[294.0, 138.0, 537.0, 345.0], [163.0, 2.0, 326.0, 183.0], [297.0, 139.0, 534.0, 341.0]]","The comic's argument. If the argument is an integer, then it should be the same argument as the argument in the specified list of arguments. If the argument is a number, then the argument is the same argument as the number in the specified list of arguments.
Argument: The argument's name. This can"
"[""and who's in this \""super hero army\""?"", ""well, the core members are panther, storm, dr. doom and namor. the new \""frightful four."", ""are you saying they call themselves that?""]",[],bp_3_368_0,"[[321.0, 264.0, 456.0, 323.0], [250.0, 324.0, 447.0, 411.0], [347.0, 418.0, 451.0, 484.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The comic is a character who appears in the comic.
Argument is an optional attribute.
Argument is not used in the comic to set the value of an attribute.
Argument is an optional boolean check for an attribute.
The parameter is the name of the argument.
Note: The following examples"
"[""so what happens when this bad information blows up like yellow cake?"", ""i have a feeling wakanda will blow up first.""]",[],bp_3_368_4,"[[110.0, 224.0, 274.0, 307.0], [36.0, 286.0, 135.0, 357.0]]",[],"[[133.0, 33.0, 216.0, 137.0], [-1.0, -1.0, -1.0, -1.0]]","- The character being attacked by the player.
- The player's health.
- The player's movement speed.
- The player's defense.
- The player's attack speed.
- The player's movement speed.
- The character's defense speed.
- The character's movement speed. ("
"[""oh hi! i'm tigra. we haven't really met. just kind of in those big rooms with every avenger assembled now and then...""]",[],bp_3_370_2,"[[169.0, 324.0, 363.0, 428.0]]",[],"[[215.0, 51.0, 277.0, 119.0]]","1. What's the reason for this?
2. Why does the character die?
3. What is the character's name?
4. Where did this character come from?
5. How do I get the correct information?
6. How did I get the correct information?
7. How"
"[""so we meet again..."", ""ah, my \""secret weapon."", ""i've thought about you a lot since katrina. i'd really like to... work with you more. develop my abilities. i think i could learn a lot from you."", ""i'm glad to hear that, monica."", ""i appreciate that you came to the wedding."", ""it was hard, i'll tell you that."", ""speaking of which, where is your wife...?"", ""at the embassy."", ""oh.""]",[],bp_3_372_0,"[[276.0, 58.0, 375.0, 129.0], [817.0, 238.0, 929.0, 299.0], [49.0, 736.0, 307.0, 841.0], [94.0, 1016.0, 225.0, 1083.0], [320.0, 741.0, 479.0, 804.0], [479.0, 739.0, 597.0, 802.0], [334.0, 1111.0, 469.0, 1190.0], [707.0, 761.0, 810.0, 827.0], [803.0, 890.0, 863.0, 938.0]]",[],"[[359.0, 190.0, 447.0, 285.0], [772.0, 331.0, 851.0, 417.0], [221.0, 903.0, 306.0, 1009.0], [74.0, 832.0, 183.0, 966.0], [393.0, 859.0, 441.0, 915.0], [495.0, 815.0, 576.0, 898.0], [494.0, 813.0, 558.0, 891.0], [686.0, 817.0, 731.0, 875.0], [785.0, 968.0, 825.0, 1017.0]]","The argument is what you want to use.
Example:
Argument ""Argument_1.1 ""
Example:
Argument ""Argument_1.1_1 ""
Example:
Example:
Note: If the argument has multiple arguments, use the same arguments.
Example:"
"[""...about registration.""]",[],bp_3_373_0,"[[373.0, 33.0, 501.0, 74.0]]",[],"[[279.0, 55.0, 348.0, 145.0]]","Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example"
"[""you were saying?""]",[],bp_3_374_0,"[[518.0, 12.0, 609.0, 59.0]]",[],"[[347.0, 14.0, 529.0, 201.0]]","The comic should explain the situation in the comic.
Example:
We'll start with some basic rules for a comic that we'll call ""The Cat's Meow"", which is one of the more popular comics in DC Comics.
First, let's start with ""The Cat's Meow"". This comic is probably more"
"[""wow, what a finish!""]",[],bp_3_375_0,"[[311.0, 39.0, 397.0, 99.0]]",[],"[[428.0, 52.0, 575.0, 205.0]]","The argument is a reference to a valid character or attribute.
Example:
""What is your name?""
Example:
""Bobby""
In the comic, a character named ""Fry"", who was in the movie ""The Breakfast Club"", does something weird that the other characters don't. The only"
"[""look, are you okay? because i'm going to look for reed now."", ""oh...i'm fine. i need to look for my husband, too.""]",[],bp_3_375_3,"[[29.0, 6.0, 181.0, 55.0], [103.0, 59.0, 197.0, 121.0]]",[],"[[80.0, 183.0, 132.0, 259.0], [223.0, 142.0, 300.0, 221.0]]","A string, such as ""A"" or ""B"".
Example:
<span class=""text"">A</span>
</p>
Argument:
A string, such as ""A"" or ""B"".
Example:
A<span class=""text"">A</span>
</"
"[""wow, did you know he was that strong? i mean he's hercules, but still--"", ""i don't think he's going to need our assistance on this one.""]",[],bp_3_375_4,"[[14.0, 1.0, 194.0, 58.0], [194.0, 4.0, 355.0, 71.0]]",[],"[[82.0, 126.0, 170.0, 237.0], [195.0, 97.0, 306.0, 229.0]]","You can use a simple text parameter to describe the character's name or the character's name and other attributes.
Example:
Here is a character name ""Fruit"", which is the name of a banana. A banana is a plant that grows in a field. This character is known as ""Fruit"" because"
"[""no... no..."", ""fear not, daughter. we will reconnect you to your essence.""]",[],bp_3_377_0,"[[30.0, 72.0, 102.0, 129.0], [104.0, 52.0, 291.0, 152.0]]",[],"[[89.0, 533.0, 345.0, 824.0], [235.0, 161.0, 334.0, 258.0]]","The comic does not specify the character that is being used. In some cases it may be inferred from the context that the character is a certain type. For example, if you have a character who is a certain type of character, and you want to use it more than once, it might be better to use the character"
"[""even if they can't, you can take panther-training..."", ""maybe xavier -- even emma -- maybe they can help ...""]",[],bp_3_377_2,"[[207.0, 365.0, 365.0, 481.0], [49.0, 354.0, 206.0, 460.0]]",[],"[[260.0, 20.0, 376.0, 185.0], [140.0, 516.0, 363.0, 909.0]]","The current version of the comic.
Note: It is possible that the comic is too long to display a single example, or the comic is too long to display a single full paragraph.
The following example shows the problem of displaying a single paragraph.
After this, the comic will display a single example."
"[""damn, i can't... stay lit!""]",[],bp_3_379_0,"[[297.0, 344.0, 429.0, 431.0]]",[],"[[592.0, 98.0, 776.0, 293.0]]","The argument must be set to the specified argument list. If there is an argument list specified, it must be an array of arguments in the form of a list of arguments.
ArgumentType:
The type of the argument list. In this case, the argument type is 'T'. If there is no argument"
"[""look at 'em. now he's got the crowd on his side. and you can imagine how they're celebratin' up in harlem."", ""this ain't a good look for biggie.... not at all.""]",[],bp_3_381_1,"[[800.0, 14.0, 1020.0, 152.0], [1050.0, 34.0, 1250.0, 133.0]]",[],"[[982.0, 159.0, 1055.0, 266.0], [1103.0, 191.0, 1179.0, 280.0]]","An argument is a list of characters (not just one or two).
The final argument is a list of characters (not just one or two).
The value is the number of characters in each character list.
Returns: boolean The argument is true or false for no characters.
The value is the number of"
"[""still don't trust me? that's okay. i don't trust you either."", ""as long as we understand each other.""]",[],bp_3_382_1,"[[154.0, 36.0, 323.0, 143.0], [162.0, 144.0, 368.0, 228.0]]",[],"[[432.0, 84.0, 1045.0, 462.0], [431.0, 82.0, 1044.0, 460.0]]","""This is an invalid argument. If you want to use the argument to tell me what went wrong, do not use the argument.""
(This is an invalid argument. If you want to use the argument to tell me what went wrong, do not use the argument.)
See also: Arguments"
"[""but you seem right at home down here.""]",[],bp_3_382_3,"[[91.0, 24.0, 250.0, 106.0]]",[],"[[154.0, 205.0, 343.0, 423.0]]","Here's the argument:
In the comic, the man is having a problem with the girl because he has to stop her from going online. If you look at the comic, you'll see that the man is using the girl's name, but she doesn't know that. The woman does.
The man just"
"[""sure ya do!you might have erased every image of me when i tore this little playhouse down years ago, but you know who i am and what i did to you!""]",[],bp_3_384_2,"[[276.0, 64.0, 548.0, 237.0]]",[],"[[218.0, 206.0, 258.0, 236.0]]","The argument (or argument-specifier) being used is the base argument of a script.
Argument Type Description -1 If not provided, this argument is the base argument. -2 If not provided, this argument is the argument specifier. It is not a valid argument but will be assigned to a script"
"[""daddy, that true?"", ""sssssh!!!""]",[],bp_3_384_4,"[[42.0, 84.0, 159.0, 160.0], [205.0, 69.0, 327.0, 121.0]]",[],"[[147.0, 178.0, 271.0, 321.0], [300.0, 154.0, 450.0, 320.0]]","The character is the most important character in the comic.
Arguments are presented in a format that is more specific to their type. (The character with the most basic type isn't shown.)
The character must be in a class that is an instance of Object. The class must be a class or object with at"
"[""you men! the cannon is destroyed. the warriors you enslaved are free and are all looking for you. are you really going to stand here in an attempt to protect a dead man?""]",[],bp_3_385_0,"[[454.0, 17.0, 728.0, 187.0]]",[],"[[307.0, 133.0, 410.0, 272.0]]","A string representation of the following command.
Argument:

An argument describing the situation.
Argument:

An argument explaining the situation.
Argument:

An argument explaining the situation.
Argument:

An argument explaining the situation.
Argument:

An argument"
"[""your time is over.""]",[],bp_3_385_2,"[[59.0, 204.0, 151.0, 272.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The command line is used to generate the argument.
Argument Type Description Argument Type Description (a) Create a new command line argument. (b) Run a command line program. (c) Run a command line program that is run at the same time as the original command line program. (d) Set or"
"[""amandla... brothers and sisters.""]",[],bp_3_386_2,"[[895.0, 35.0, 1071.0, 119.0]]",[],"[[387.0, 5.0, 839.0, 346.0]]","The comic description of the situation.
To show the situation in the comic, use the options.
Arguments:
The comic description.
To show the situation in the comic, use the options.
To show the situation in the comic, use the options.
To show the situation in the comic,"
"[""c'mon, don't take it personal.it was just a business."", ""our\""business\"" is concluded.your trial will be short and death, an example."", ""i like it!does this sister have a sister?""]",[],bp_3_387_0,"[[531.0, 59.0, 745.0, 157.0], [466.0, 230.0, 713.0, 333.0], [1050.0, 527.0, 1188.0, 624.0]]",[],"[[576.0, 365.0, 809.0, 592.0], [298.0, 24.0, 493.0, 254.0], [1049.0, 138.0, 1142.0, 268.0]]","Argument is an integer.
Argument Description value The value of the argument.
Example:
A function to calculate the distance from the starting point to the end of the game.
Example:
A function to calculate the distance from the starting point to the end of the game. name The name of the"
"[""whatya think, t'charlie?"", ""looks pretty real. i've read reed's manuals on skrull technology. i should be able to pilot us home."", ""sounds like a great read at the beach."", ""actually, yes.""]",[],bp_3_388_1,"[[54.0, 19.0, 192.0, 100.0], [191.0, 17.0, 445.0, 147.0], [460.0, 112.0, 649.0, 196.0], [354.0, 467.0, 489.0, 527.0]]",[],"[[18.0, 257.0, 140.0, 394.0], [310.0, 163.0, 435.0, 352.0], [522.0, 374.0, 612.0, 517.0], [311.0, 170.0, 432.0, 349.0]]","You should make an argument. This is the case when you're trying to resolve an argument in a way that does not get rid of the argument's argument.
Here's the example that looks like this:
$ git commit -m 'This should be my argument in the first place'
$ git push origin"
"[""don't worry. you won't be needing this craft. you're going home to earth alright."", ""oh no!the frogs!!!"", ""you know these cats? i mean fr--"", ""move away before--""]",[],bp_3_389_0,"[[498.0, 30.0, 721.0, 135.0], [527.0, 430.0, 628.0, 496.0], [636.0, 456.0, 771.0, 519.0], [967.0, 739.0, 1065.0, 798.0]]",[],"[[225.0, 112.0, 317.0, 222.0], [424.0, 489.0, 530.0, 646.0], [564.0, 553.0, 674.0, 705.0], [994.0, 495.0, 1142.0, 613.0]]","1) The character in question is a hero.
2) The character in question is a villain.
Proposition:
1) The character in question is a heroic character.
2) The character in question is a villain.
3) The character in question is a villain.
4) The character"
"[""tell them to go to hell, honey."", ""go to hell, you bastards."", ""i understand.you are of royal blood. you come from a long line of kings. your pride will not let you give in, despite the hopelessness of your situation."", ""do not worry though ..."", ""we have beeaten the pride out of greater kings than you.""]",[],bp_3_391_0,"[[303.0, 420.0, 476.0, 520.0], [313.0, 557.0, 456.0, 647.0], [786.0, 495.0, 1042.0, 632.0], [837.0, 629.0, 971.0, 701.0], [483.0, 799.0, 642.0, 922.0]]",[],"[[512.0, 386.0, 696.0, 644.0], [151.0, 526.0, 287.0, 731.0], [1103.0, 553.0, 1172.0, 624.0], [1102.0, 550.0, 1178.0, 617.0], [190.0, 799.0, 284.0, 894.0]]","- Is it a question or a statement?
- Can I use that term to describe what the character is saying?
- What does the character do over the course of the comic?
- What does the character do in the novel?
- What is the character's name?
- Is there a character"
"[""look at your wife, that collar neutralizes her powers, making them as useful as a bosom on a brood queen."", ""you have no more options. accept that you've lost. tell your people to stand down.""]",[],bp_3_391_1,"[[55.0, 57.0, 280.0, 193.0], [276.0, 37.0, 459.0, 183.0]]",[],"[[158.0, 278.0, 327.0, 405.0], [157.0, 276.0, 325.0, 401.0]]","The original comic.
The problem with this argument is that it's not very common, but it's not hard to find. In fact, for a comic like this, you need to be able to see it and understand it. It's easier than it might be to understand a story like ""The Walking Dead."""
"[""hey happy! i'm going to meander out to that barn and have another look! you wait here..."", ""shore will, tim (p-too!)""]",[],407_6_2,"[[10.0, 18.0, 292.0, 122.0], [290.0, 11.0, 397.0, 91.0]]",[],"[[79.0, 129.0, 162.0, 221.0], [227.0, 119.0, 351.0, 211.0]]","An argument is a string of characters, and can be used to show a message. It is used to send a message to the user.
Argument Type:
A string:
When is the argument an argument?
Argument Type:
A string:
If the string is an argument it will be"
"[""oh boy! the day for the big race is finally here!""]",['sullavilk skates derby'],40_22_1,"[[154.0, 210.0, 456.0, 375.0]]","[[103.0, 0.0, 577.0, 45.0]]","[[516.0, 45.0, 651.0, 184.0]]","Example:
Example:
Example:
Argument:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:
Example:"
"[""i got ya now-w-wow!"", ""careful with that club junior!""]",[],410_7_2,"[[0.0, 0.0, 173.0, 60.0], [181.0, 0.0, 404.0, 61.0]]",[],"[[99.0, 94.0, 160.0, 154.0], [216.0, 108.0, 277.0, 173.0]]","A character's name is the same as the first character's name in the comic.
The comic's cover is written using either English or French (in French, the character's name is always 'Ness', the character's name is always 'Naess', but the character's name is always 'Claire')."
"[""do you own this dump, bud?"", ""oof---i certainly do! what is the meaning of this outrage? who are you? what do you want?""]",[],416_20_0,"[[15.0, 10.0, 167.0, 86.0], [167.0, 8.0, 393.0, 136.0]]",[],"[[105.0, 130.0, 170.0, 205.0], [217.0, 122.0, 268.0, 188.0]]","This is the argument that will be set up in the game.
This is the argument that will be set up in the game. In the game, this will be the character that you will be fighting on.
In the game, this will be the character that you will be fighting on. This argument is used"
"[""wait-i just got an idee! colonel duncan has brought his rodeo to cimarron city! he oughtta pay a fair price for a blickin' hoss like this one!"", ""whatever we got would be better than nothin'!""]",[],436_18_6,"[[12.0, 2.0, 452.0, 138.0], [415.0, 4.0, 601.0, 148.0]]",[],"[[84.0, 149.0, 370.0, 390.0], [354.0, 219.0, 489.0, 393.0]]","The first four arguments (the first one being the name of the issue) are the arguments for the argument object. The arguments are given to the class with the first argument, and the arguments are given to the class with the last argument.
A class with the first argument and the last argument can be any class."
"[""you're too quick to reach for your gun, lucky!"", ""lucky? you know me sheriff! my name ain't lucky!""]",[],441_18_3,"[[0.0, 12.0, 273.0, 143.0], [313.0, 12.0, 534.0, 143.0]]",[],"[[63.0, 295.0, 157.0, 376.0], [336.0, 260.0, 484.0, 378.0]]","Object with the given name. Argument(name) can be any string.
Example:
Argument: ""1""
Argument: 5
Example:
Argument: ""2""
Example:
Example:
Example:
Example:
Argument: ""3""
Example:
Example"
"[""oh pardon me! i was looking for the bath"", ""the next door stupid!""]",[],45_45_7,"[[62.0, 12.0, 242.0, 74.0], [221.0, 13.0, 305.0, 97.0]]",[],"[[180.0, 75.0, 216.0, 119.0], [231.0, 115.0, 260.0, 149.0]]","The issue that is being resolved.
The character is not a character.
The character has been created for the character.
The character is not part of the Marvel Universe.
The character is part of the Marvel Universe.
The character is not a member of a team.
The character is not a member"
"[""this time, champ, i'm ready for you""]",[],45_55_5,"[[459.0, 29.0, 641.0, 84.0]]",[],"[[394.0, 71.0, 452.0, 125.0]]","This argument is the name of the character in the comic. It must be the same as the character in the comic.
The text of the argument must be the text of the argument itself.
The argument must be a character in the comic.
The text of the argument must be a character of the argument itself"
"[""bully for ludwig! he did not fail us"", ""so this is the precious instrument that six nations are after""]",['however:'],45_55_7,"[[99.0, 35.0, 228.0, 102.0], [224.0, 33.0, 377.0, 117.0]]","[[5.0, 20.0, 136.0, 65.0]]","[[193.0, 115.0, 227.0, 147.0], [250.0, 118.0, 281.0, 147.0]]","Example:
In the second comic, the first story, a ""red shirt man"" is walking around on a sidewalk, wearing a baseball cap, and asking who is going to stand up when he comes out of the sidewalk. The man doesn't recognize the man as a white guy, and he points to a red"
"[""nothing... is the... matter"", ""something is worrying that boy! i'm going to follow him, bob!""]",[],462_3_2,"[[8.0, 26.0, 140.0, 92.0], [175.0, 26.0, 363.0, 122.0]]",[],"[[48.0, 146.0, 148.0, 254.0], [240.0, 239.0, 271.0, 282.0]]","The argument must be one of a pair of characters whose name starts with a letter, such as a character name. A character can have an argument of any character type.
The following example demonstrates how to create a character from a single letter. Defining a character as a character from a single letter is fairly straightforward:"
"[""oh dear!""]",[],46_15_0,"[[228.0, 225.0, 331.0, 290.0]]",[],"[[353.0, 161.0, 458.0, 250.0]]","The argument is to the source of the comic.
Example:
Example: http://www.pinterest.com/image/5b8c8e2e8d7e6/6d8e7d9e8e8/14e38c68/4d9a5"
"[""you fight each other because you are dissatisfied -- because your morale is weak because you cannot win the war, no?"", ""sure! we're fed up with the whole deal!"", ""wha?""]",[],46_22_2,"[[9.0, 10.0, 252.0, 196.0], [225.0, 13.0, 349.0, 177.0], [201.0, 159.0, 282.0, 203.0]]",[],"[[38.0, 222.0, 112.0, 304.0], [260.0, 218.0, 334.0, 285.0], [156.0, 212.0, 229.0, 282.0]]","A character with a name.
A character with a name. The following is a list of arguments:
I'm not sure what this is, but if you have a name like ""Aloha"" (or ""Aloha!""), as well as a name like ""Hola..."" (or ""Hola!"
"[""so sorry if i jump this gun!""]",[],473_18_4,"[[173.0, 29.0, 342.0, 112.0]]",[],"[[157.0, 304.0, 217.0, 370.0]]","""How do you know this is a bad idea?""
The comic's main character is voiced by Bruce Wayne. He is the last of the characters in the comic, with the exception of the last two main characters, who are voiced by James Tynion IV.
The comic's main character is voiced by Bruce"
"[""this!""]",['eddie flings himself backward... the candle flips into th and lands outside the circle of dry straw!'],48_44_1,"[[614.0, 158.0, 738.0, 247.0]]","[[7.0, 2.0, 667.0, 65.0]]","[[535.0, 215.0, 604.0, 288.0]]","The character name of the character in the first line of the comic.
A character's last name, and a description of the character in the last line of the comic.
The character's last name, and a description of the character in the last line of the comic.
If the character has more than one"
"[""yup-- this question ought to get a rise out of him""]",[],490_29_4,"[[141.0, 11.0, 608.0, 141.0]]",[],"[[109.0, 123.0, 282.0, 344.0]]","The character will be forced to choose whether to accept the offer or not.
Arguments:
This is the character's choice.
Argument:
The character is currently in the game.
Argument:
The character has already been chosen.
Argument:
The character is currently in the game"
