dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""oh, gary! im so glad you're here!"", ""so me and de flame sails into da bums an' wipes'em out!""]",[],3567_11_6,"[[0.0, 13.0, 102.0, 125.0], [101.0, 14.0, 282.0, 126.0]]",[],"[[3.0, 260.0, 64.0, 353.0], [94.0, 233.0, 149.0, 288.0]]","The character is neutral because the dialogue and narration mention ""oh, gary! im so glad you're here!"" and suggest oh, gary, m, glad."
"[""ha!! that's why i use that big oaf! he is so stupid it is safe for me to have him work for me.""]",[],3571_24_3,"[[3.0, 0.0, 533.0, 101.0]]",[],"[[227.0, 120.0, 316.0, 205.0]]","The character is neutral because the dialogue and narration mention ""ha!! that's why i use that big oaf! he is so stupid it is safe for me to have him work for me."" and suggest ha, use, big, oaf, stupid."
"[""ooof!!""]",[],3590_11_2,"[[0.0, 43.0, 120.0, 104.0]]",[],"[[46.0, 118.0, 339.0, 509.0]]","The character is neutral because the dialogue and narration mention ""ooof!!"" and suggest ooof."
"[""op worrying, ep! you'd think was your wn son!"", ""i wish you were my own son.. for five minutes, so i could whale you!""]",[],3596_8_4,"[[0.0, 0.0, 164.0, 102.0], [187.0, 0.0, 497.0, 91.0]]",[],"[[30.0, 184.0, 62.0, 222.0], [185.0, 184.0, 222.0, 216.0]]","The character is neutral because the dialogue and narration mention ""op worrying, ep! you'd think was your wn son!"" and suggest op, worrying, ep, think, wn."
"[""i just hope there'll be a couple of those dangerous beauties left by the time we land!""]",[],3597_21_4,"[[72.0, 7.0, 610.0, 130.0]]",[],"[[412.0, 239.0, 431.0, 258.0]]","The character is neutral because the dialogue and narration mention ""i just hope there'll be a couple of those dangerous beauties left by the time we land!"" and suggest hope, couple, dangerous, beauties, left."
"[""oh - oh  goody - goody here comes santa claus.""]",[],359_34_2,"[[285.0, 70.0, 582.0, 274.0]]",[],"[[614.0, 116.0, 722.0, 237.0]]","The character is neutral because the dialogue and narration mention ""oh - oh  goody - goody here comes santa claus."" and suggest oh, oh, goody, goody, comes."
"[""that was good work!"", ""but not good enough! i haven't found the plans yet or who slipped them to the janitor!""]",[],360_18_6,"[[9.0, 3.0, 228.0, 149.0], [218.0, 2.0, 544.0, 230.0]]",[],"[[99.0, 264.0, 133.0, 301.0], [175.0, 249.0, 204.0, 287.0]]","The character is neutral because the dialogue and narration mention ""that was good work!"" and suggest good, work."
"[""no! no! no!""]",[],360_40_8,"[[73.0, 35.0, 229.0, 193.0]]",[],"[[144.0, 199.0, 324.0, 339.0]]","The character is angry or betrayed because the dialogue and narration mention ""no! no! no!"" and suggest the situation."
"[""good morning my dear count -- im at your service!""]",['in the office of baron danglars...'],3624_63_7,"[[191.0, 56.0, 360.0, 160.0]]","[[0.0, 8.0, 379.0, 54.0]]","[[277.0, 173.0, 339.0, 240.0]]","The character is neutral because the dialogue and narration mention ""good morning my dear count -- im at your service!"" and suggest good, morning, dear, count, m."
"[""kill them!"", ""rush them!""]","['seeing their dear president mercilessly shot, the people gasp in horror and rage...']",3628_24_3,"[[146.0, 55.0, 281.0, 82.0], [330.0, 55.0, 430.0, 107.0]]","[[25.0, 6.0, 635.0, 52.0]]","[[92.0, 100.0, 114.0, 121.0], [429.0, 99.0, 463.0, 123.0]]","The character is neutral because the dialogue and narration mention ""kill them!"" and suggest kill, seeing, dear, president, mercilessly."
"[""i'll capture you, without using a gun on you!"", ""incredible! a bad dream!"", ""-nightmare you mean!""]","['even as did their cannons and machine guns, their hand guns explode ---']",362_10_3,"[[0.0, 72.0, 240.0, 222.0], [235.0, 80.0, 490.0, 187.0], [490.0, 80.0, 678.0, 210.0]]","[[118.0, 0.0, 684.0, 86.0]]","[[75.0, 219.0, 143.0, 280.0], [302.0, 228.0, 374.0, 277.0], [448.0, 242.0, 505.0, 288.0]]","The character is angry or betrayed because the dialogue and narration mention ""i'll capture you, without using a gun on you!"" and suggest capture, gun, cannons, machine, guns."
"[""whew! close squeeze now, if he thought i was the hawk's double, the whole fort will think so too! it'll be easy to trick all his men!""]",[],3630_60_7,"[[0.0, 0.0, 259.0, 146.0]]",[],"[[48.0, 212.0, 157.0, 368.0]]","The character is angry or betrayed because the dialogue and narration mention ""whew! close squeeze now, if he thought i was the hawk's double, the whole fort will think so too! it'll be easy to trick all his men!"" and suggest whew, close, squeeze, thought, hawk."
"[""mm.. this tea is delicious!""]","['the drugged tea cup meant for zx5 is picked up by the imposter.', 'the knockout quickly take']",3632_47_0,"[[127.0, 68.0, 286.0, 152.0]]","[[0.0, 5.0, 306.0, 69.0], [285.0, 11.0, 466.0, 58.0]]","[[302.0, 263.0, 459.0, 441.0]]","The character is neutral because the dialogue and narration mention ""mm.. this tea is delicious!"" and suggest mm, tea, delicious, drugged, tea."
"[""whew, made it!""]","['jumbo comics', 'a daring leap..']",3635_17_1,"[[522.0, 58.0, 690.0, 135.0]]","[[14.0, 0.0, 237.0, 21.0], [15.0, 42.0, 248.0, 78.0]]","[[448.0, 121.0, 547.0, 204.0]]","The character is neutral because the dialogue and narration mention ""whew, made it!"" and suggest whew, jumbo, comics."
"[""hullo ---"", ""brrfsk ahem"", ""hoky cats! what is it. what happened? speak up! will ya?""]",[],363_23_3,"[[51.0, 6.0, 252.0, 54.0], [192.0, 45.0, 402.0, 139.0], [360.0, 7.0, 634.0, 268.0]]",[],"[[77.0, 84.0, 138.0, 161.0], [65.0, 181.0, 155.0, 264.0], [363.0, 198.0, 451.0, 281.0]]","The character is neutral because the dialogue and narration mention ""hullo ---"" and suggest hullo."
"[""haste requires a speedy entrance!""]",[],363_4_3,"[[190.0, 16.0, 657.0, 93.0]]",[],"[[247.0, 167.0, 328.0, 248.0]]","The character is neutral because the dialogue and narration mention ""haste requires a speedy entrance!"" and suggest haste, requires, speedy, entrance."
"[""ahoy! hawk!""]","[""the hawk's men come alongside the osprey...""]",3652_66_0,"[[21.0, 55.0, 134.0, 111.0]]","[[0.0, 12.0, 420.0, 54.0]]","[[248.0, 50.0, 287.0, 79.0]]","The character is neutral because the dialogue and narration mention ""ahoy! hawk!"" and suggest ahoy, hawk, hawk, men, come."
"[""my plan worked!"", ""panthers! attack!""]",[],3660_32_2,"[[16.0, 29.0, 179.0, 93.0], [204.0, 32.0, 429.0, 141.0]]",[],"[[51.0, 89.0, 119.0, 139.0], [53.0, 89.0, 119.0, 137.0]]","The character is neutral because the dialogue and narration mention ""my plan worked!"" and suggest plan, worked."
"[""get away from me, you ugly beast!""]",[],3663_34_2,"[[47.0, 9.0, 249.0, 111.0]]",[],"[[288.0, 61.0, 328.0, 103.0]]","The character is neutral because the dialogue and narration mention ""get away from me, you ugly beast!"" and suggest away, ugly, beast."
"[""good boy, rex!!""]",['but a lithe fury leaps from the darkness...'],366_41_0,"[[475.0, 54.0, 610.0, 114.0]]","[[0.0, 17.0, 646.0, 64.0]]","[[319.0, 55.0, 370.0, 106.0]]","The character is neutral because the dialogue and narration mention ""good boy, rex!!"" and suggest good, boy, rex, lithe, fury."
"[""that was close but we made!"", ""thanks to you.""]",[],366_52_4,"[[74.0, 17.0, 369.0, 129.0], [494.0, 11.0, 730.0, 93.0]]",[],"[[456.0, 137.0, 484.0, 159.0], [488.0, 140.0, 515.0, 160.0]]","The character is neutral because the dialogue and narration mention ""that was close but we made!"" and suggest close."
"[""ho, ali hassen, soon shall your horde be rich-rich with slaves, that even now the whites lead to me!"", ""allah be praised, tanga! if your promise be as strong as is your fear of the spotted cheetah cat, we will pay you well!""]",[],3672_41_4,"[[10.0, 49.0, 367.0, 163.0], [22.0, 141.0, 351.0, 252.0]]",[],"[[49.0, 244.0, 151.0, 358.0], [205.0, 317.0, 322.0, 445.0]]","The character is angry or betrayed because the dialogue and narration mention ""ho, ali hassen, soon shall your horde be rich-rich with slaves, that even now the whites lead to me!"" and suggest ho, ali, hassen, soon, shall."
"[""fear not, zana, b'maki would not let you die! only the others who witnessed my deed must perish! now will i carry out the rest of my plan!""]",['...there did i see the canoe with your bride overturned in the croc-infested waters! i tried to save the princess and her'],3678_31_2,"[[180.0, 0.0, 506.0, 124.0]]","[[8.0, 499.0, 505.0, 545.0]]","[[175.0, 140.0, 254.0, 231.0]]","The character is angry or betrayed because the dialogue and narration mention ""fear not, zana, b'maki would not let you die! only the others who witnessed my deed must perish! now will i carry out the rest of my plan!"" and suggest fear, zana, let, die, witnessed."
"[""not on your life lutoa, i've been waiting for this chance!confess your guilt or""]",['then pandemonium! snarls and scre as confusion reigns...'],3679_15_1,"[[244.0, 469.0, 561.0, 580.0]]","[[4.0, 2.0, 511.0, 86.0]]","[[-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""not on your life lutoa, i've been waiting for this chance!confess your guilt or"" and suggest life, lutoa, waiting, guilt, pandemonium."
"[""skyman!""]",[],368_23_6,"[[70.0, 15.0, 612.0, 153.0]]",[],"[[243.0, 403.0, 263.0, 422.0]]","The character is neutral because the dialogue and narration mention ""skyman!"" and suggest skyman."
"[""i'm fed up on this whole circus idea of junior's---- hey--- what does that mutt want?""]",[],369_22_3,"[[179.0, 2.0, 660.0, 266.0]]",[],"[[532.0, 534.0, 620.0, 619.0]]","The character is neutral because the dialogue and narration mention ""i'm fed up on this whole circus idea of junior's---- hey--- what does that mutt want?"" and suggest fed, circus, idea, mutt, want."
"[""where the heck did i land? ah! a door!""]",[],3708_31_3,"[[51.0, 4.0, 359.0, 55.0]]",[],"[[231.0, 113.0, 295.0, 184.0]]","The character is neutral because the dialogue and narration mention ""where the heck did i land? ah! a door!"" and suggest heck, land, ah, door."
"[""hold it_""]",[],370_28_0,"[[60.0, 44.0, 294.0, 119.0]]",[],"[[221.0, 209.0, 351.0, 357.0]]","The character is neutral because the dialogue and narration mention ""hold it_"" and suggest hold."
"[""aaaaaagh!""]","['like a rubber band, a hanging rope snaps swiftly--deadly--noosing itself around the thugs neck...']",3716_22_4,"[[3.0, 102.0, 183.0, 164.0]]","[[0.0, 0.0, 284.0, 102.0]]","[[78.0, 175.0, 240.0, 332.0]]","The character is angry or betrayed because the dialogue and narration mention ""aaaaaagh!"" and suggest aaaaaagh, like, rubber, band, hanging."
"[""whoa!"", ""i'll have your gags off in a second!""]",[],3722_12_0,"[[93.0, 7.0, 237.0, 83.0], [221.0, 10.0, 427.0, 119.0]]",[],"[[121.0, 150.0, 180.0, 197.0], [120.0, 149.0, 179.0, 197.0]]","The character is neutral because the dialogue and narration mention ""whoa!"" and suggest whoa."
"[""not so fast - we have an old score to settle. /"", ""fight hard master, they are many!""]","['rom the outside, granger and eric close in with the fury of a storm. the savages are trapped and bewildered.']",3730_54_6,"[[117.0, 66.0, 327.0, 124.0], [314.0, 80.0, 473.0, 140.0]]","[[0.0, 4.0, 490.0, 69.0]]","[[180.0, 166.0, 234.0, 215.0], [333.0, 193.0, 450.0, 317.0]]","The character is angry or betrayed because the dialogue and narration mention ""not so fast - we have an old score to settle. /"" and suggest fast, old, score, settle, rom."
"[""something grim,a dose of your own medicine."", ""what ye going to do??""]",[],3732_50_2,"[[340.0, 18.0, 595.0, 97.0], [5.0, 138.0, 198.0, 194.0]]",[],"[[273.0, 6.0, 343.0, 91.0], [137.0, 296.0, 220.0, 360.0]]","The character is neutral because the dialogue and narration mention ""something grim,a dose of your own medicine."" and suggest grim, dose, medicine."
"[""something tells me that doctor fairchild and his unholy three are on the last trail!""]",[],3732_8_8,"[[170.0, 6.0, 416.0, 163.0]]",[],"[[202.0, 217.0, 222.0, 235.0]]","The character is neutral because the dialogue and narration mention ""something tells me that doctor fairchild and his unholy three are on the last trail!"" and suggest tells, doctor, fairchild, unholy, trail."
"[""ugh!"", ""like punching a murderer on the jaw with both feet off the ground!""]",[],3741_9_1,"[[5.0, 35.0, 114.0, 142.0], [152.0, 308.0, 376.0, 464.0]]",[],"[[116.0, 70.0, 177.0, 130.0], [65.0, 188.0, 119.0, 244.0]]","The character is neutral because the dialogue and narration mention ""ugh!"" and suggest ugh."
"[""yawp! he means it! owww ... my corset's...""]",[],3746_32_3,"[[44.0, 12.0, 335.0, 109.0]]",[],"[[25.0, 113.0, 183.0, 317.0]]","The character is neutral because the dialogue and narration mention ""yawp! he means it! owww ... my corset's..."" and suggest yawp, means, owww, corset."
"[""oops! ah5 sorry sir'ah didn't see yo!""]",[],3759_26_5,"[[0.0, 21.0, 188.0, 117.0]]",[],"[[71.0, 221.0, 112.0, 256.0]]","The character is remorseful because the dialogue and narration mention ""oops! ah5 sorry sir'ah didn't see yo!"" and suggest oops, sorry, yo."
"[""look, mamie! just like they do in the circus!"", ""mmm! these flowers are delicious! .""]",[],375_27_2,"[[25.0, 20.0, 386.0, 173.0], [394.0, 64.0, 657.0, 229.0]]",[],"[[63.0, 338.0, 334.0, 487.0], [394.0, 408.0, 583.0, 590.0]]","The character is neutral because the dialogue and narration mention ""look, mamie! just like they do in the circus!"" and suggest look, mamie, like, circus."
"[""ah, good and soapy. too ... full of bubbles! that's the way i like a bath!""]",[],3760_40_3,"[[11.0, 7.0, 229.0, 127.0]]",[],"[[112.0, 167.0, 194.0, 267.0]]","The character is neutral because the dialogue and narration mention ""ah, good and soapy. too ... full of bubbles! that's the way i like a bath!"" and suggest ah, good, soapy, bubbles, way."
"[""... and that's what happened sergeant. she's a witch, i tell you. a curse on the whole territory!"", ""a most amazing story, rossbach, but i'm inclined to take your word for it! we'll send out a patrol at once!""]",[],3762_4_4,"[[14.0, 1.0, 216.0, 188.0], [188.0, 1.0, 388.0, 214.0]]",[],"[[116.0, 234.0, 204.0, 344.0], [260.0, 292.0, 333.0, 385.0]]","The character is neutral because the dialogue and narration mention ""... and that's what happened sergeant. she's a witch, i tell you. a curse on the whole territory!"" and suggest happened, sergeant, witch, tell, curse."
"[""ho - hum!i feel so lonely!""]",[],3763_20_0,"[[64.0, 244.0, 254.0, 288.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""ho - hum!i feel so lonely!"" and suggest ho, feel, lonely."
"[""oops! i tripped!""]",[],3763_20_3,"[[20.0, 5.0, 115.0, 59.0]]",[],"[[162.0, 97.0, 225.0, 152.0]]","The character is neutral because the dialogue and narration mention ""oops! i tripped!"" and suggest oops, tripped."
"[""hey, cranberry wait a minute!!!""]",[],376_31_8,"[[10.0, 51.0, 227.0, 172.0]]",[],"[[6.0, 197.0, 178.0, 429.0]]","The character is neutral because the dialogue and narration mention ""hey, cranberry wait a minute!!!"" and suggest hey, cranberry, wait, minute."
"[""oh boy! this is wonderful!"", ""i could soak up water faor a week!""]",['urricane kids'],3773_30_0,"[[19.0, 18.0, 194.0, 90.0], [213.0, 20.0, 380.0, 95.0]]","[[11.0, 3.0, 270.0, 28.0]]","[[209.0, 86.0, 267.0, 160.0], [269.0, 120.0, 354.0, 194.0]]","The character is neutral because the dialogue and narration mention ""oh boy! this is wonderful!"" and suggest oh, boy, wonderful, urricane, kids."
"[""gosh. if i could only get in touch with jupiter by telephone!""]",['recovering after a few hours. we find jim johnson in a phone booth once more'],3774_25_0,"[[18.0, 79.0, 178.0, 237.0]]","[[32.0, 21.0, 501.0, 88.0]]","[[196.0, 110.0, 351.0, 284.0]]","The character is neutral because the dialogue and narration mention ""gosh. if i could only get in touch with jupiter by telephone!"" and suggest gosh, touch, jupiter, telephone, recovering."
"[""you can take a little snooze. when my pard gets you tied up, i'm sure he'll feel better!""]",[],3782_15_0,"[[23.0, 28.0, 279.0, 190.0]]",[],"[[174.0, 172.0, 283.0, 241.0]]","The character is angry or betrayed because the dialogue and narration mention ""you can take a little snooze. when my pard gets you tied up, i'm sure he'll feel better!"" and suggest little, snooze, pard, gets, tied."
"[""ha! ha! that stops you doesn't it nelson! - now, you are going to destroy yourself!""]",[],3786_58_6,"[[163.0, 11.0, 458.0, 97.0]]",[],"[[353.0, 102.0, 379.0, 123.0]]","The character is angry or betrayed because the dialogue and narration mention ""ha! ha! that stops you doesn't it nelson! - now, you are going to destroy yourself!"" and suggest ha, ha, stops, nelson, going."
"[""hey, get off me, you fancy flea bag!"", ""woof woof!""]",[],37_41_2,"[[0.0, 2.0, 200.0, 79.0], [118.0, 60.0, 252.0, 165.0]]",[],"[[30.0, 108.0, 110.0, 180.0], [140.0, 160.0, 200.0, 204.0]]","The character is neutral because the dialogue and narration mention ""hey, get off me, you fancy flea bag!"" and suggest hey, fancy, flea, bag."
"[""hey, redmask! help!"", ""i should have known billy gage was some-where behind this!""]",[],3803_15_3,"[[6.0, 23.0, 124.0, 120.0], [97.0, 2.0, 252.0, 161.0]]",[],"[[163.0, 257.0, 176.0, 274.0], [192.0, 274.0, 212.0, 295.0]]","The character is neutral because the dialogue and narration mention ""hey, redmask! help!"" and suggest hey, redmask, help."
"[""...and get him snubbed and ready for saddling!""]",[],3807_9_1,"[[0.0, 24.0, 141.0, 105.0]]",[],"[[300.0, 43.0, 343.0, 84.0]]","The character is neutral because the dialogue and narration mention ""...and get him snubbed and ready for saddling!"" and suggest snubbed, ready, saddling."
"[""www... looks like saber my friend after all! ke got scared away, too!""]","['ll their primitive, savage the two huge beasts are locked in mortal combat...']",3809_4_6,"[[0.0, 80.0, 307.0, 166.0]]","[[0.0, 1.0, 326.0, 82.0]]","[[104.0, 168.0, 165.0, 217.0]]","The character is neutral because the dialogue and narration mention ""www... looks like saber my friend after all! ke got scared away, too!"" and suggest www, looks, like, saber, friend."
"[""why dont you like to prac-tice your piano lessons billy?"", ""cause i just hate those drills and exercises""]",[],3812_33_1,"[[19.0, 33.0, 149.0, 174.0], [147.0, 42.0, 269.0, 158.0]]",[],"[[35.0, 213.0, 105.0, 273.0], [158.0, 231.0, 218.0, 298.0]]","The character is angry or betrayed because the dialogue and narration mention ""why dont you like to prac-tice your piano lessons billy?"" and suggest nt, like, prac, tice, piano."
"[""but have you thought what would happen to one of those people if his attention was distracted by a sharp sting at the wrong moment?""]",[],3815_7_0,"[[8.0, 17.0, 379.0, 174.0]]",[],"[[180.0, 152.0, 313.0, 262.0]]","The character is neutral because the dialogue and narration mention ""but have you thought what would happen to one of those people if his attention was distracted by a sharp sting at the wrong moment?"" and suggest thought, happen, people, attention, distracted."
"[""oh gosh! what's that? someone's coming!""]",[],3817_62_4,"[[136.0, 17.0, 373.0, 127.0]]",[],"[[113.0, 308.0, 194.0, 398.0]]","The character is neutral because the dialogue and narration mention ""oh gosh! what's that? someone's coming!"" and suggest oh, gosh, coming."
"[""sorry, but i feel it necessary to keep you from using your arms for awhile!""]",[],381_18_3,"[[8.0, 14.0, 347.0, 128.0]]",[],"[[309.0, 116.0, 398.0, 198.0]]","The character is remorseful because the dialogue and narration mention ""sorry, but i feel it necessary to keep you from using your arms for awhile!"" and suggest sorry, feel, necessary, arms, awhile."
"[""jack! jack! ohh!""]",[],3823_27_4,"[[468.0, 71.0, 620.0, 119.0]]",[],"[[539.0, 133.0, 651.0, 215.0]]","The character is neutral because the dialogue and narration mention ""jack! jack! ohh!"" and suggest jack, jack, ohh."
"[""look.. up above! is that chim?"", ""sure is.. and hes scared to pieces!"", ""we'r to s old""]",[],3824_40_2,"[[151.0, 24.0, 381.0, 93.0], [386.0, 18.0, 553.0, 113.0], [560.0, 139.0, 635.0, 229.0]]",[],"[[162.0, 104.0, 244.0, 180.0], [337.0, 191.0, 443.0, 284.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""look.. up above! is that chim?"" and suggest look, chim."
"[""great magic of bwana kessler now, lani? now will you obey?"", ""does not fea you. she will hunt you dow she will ...""]",[],3825_6_4,"[[4.0, 0.0, 216.0, 147.0], [206.0, 0.0, 411.0, 110.0]]",[],"[[82.0, 168.0, 160.0, 241.0], [229.0, 216.0, 291.0, 281.0]]","The character is angry or betrayed because the dialogue and narration mention ""great magic of bwana kessler now, lani? now will you obey?"" and suggest great, magic, bwana, kessler, lani."
"[""aha!""]","['the truck is sent straight at samson, its throttle wide open!-------']",382_20_3,"[[31.0, 61.0, 137.0, 130.0]]","[[7.0, 7.0, 483.0, 67.0]]","[[83.0, 196.0, 111.0, 224.0]]","The character is neutral because the dialogue and narration mention ""aha!"" and suggest aha, truck, sent, straight, samson."
"[""you shall have a taste of your own medicine!"", ""oh! help!""]",[],382_33_1,"[[6.0, 8.0, 262.0, 103.0], [299.0, 16.0, 441.0, 93.0]]",[],"[[140.0, 135.0, 189.0, 202.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""you shall have a taste of your own medicine!"" and suggest shall, taste, medicine."
"[""get up and walk!"", ""ohhhhhhh!""]",['the arab slavers are brutal'],3837_2_1,"[[5.0, 59.0, 211.0, 165.0], [199.0, 57.0, 467.0, 167.0]]","[[35.0, 3.0, 463.0, 61.0]]","[[117.0, 238.0, 164.0, 301.0], [230.0, 342.0, 286.0, 383.0]]","The character is neutral because the dialogue and narration mention ""get up and walk!"" and suggest walk, arab, slavers, brutal."
"[""ah! meat on the table!""]","['several hours later, the sh is sighted by an enemy pilot']",3838_40_6,"[[113.0, 54.0, 259.0, 107.0]]","[[0.0, 1.0, 282.0, 52.0]]","[[130.0, 123.0, 228.0, 194.0]]","The character is neutral because the dialogue and narration mention ""ah! meat on the table!"" and suggest ah, meat, table, hours, later."
"[""thanks joan mason!""]",[],383_10_1,"[[23.0, 22.0, 177.0, 79.0]]",[],"[[137.0, 172.0, 174.0, 211.0]]","The character is neutral because the dialogue and narration mention ""thanks joan mason!"" and suggest thanks, joan, mason."
"[""i never was more eager to come to grips with anyone before!""]",[],383_6_7,"[[294.0, 8.0, 520.0, 92.0]]",[],"[[184.0, 11.0, 249.0, 86.0]]","The character is neutral because the dialogue and narration mention ""i never was more eager to come to grips with anyone before!"" and suggest eager, come, grips."
"[""horse ear!"", ""hm""]",[],3849_56_8,"[[0.0, 37.0, 173.0, 98.0], [183.0, 52.0, 248.0, 113.0]]",[],"[[40.0, 153.0, 141.0, 245.0], [173.0, 118.0, 271.0, 182.0]]","The character is neutral because the dialogue and narration mention ""horse ear!"" and suggest horse, ear."
"[""master, it is a great doublecross! we come across the ocean to help a man ... for this!"", ""but he did say he was sorry, abdul!""]",[],3860_22_3,"[[33.0, 7.0, 275.0, 114.0], [288.0, 5.0, 512.0, 72.0]]",[],"[[300.0, 211.0, 360.0, 273.0], [377.0, 199.0, 463.0, 276.0]]","The character is happy because the dialogue and narration mention ""master, it is a great doublecross! we come across the ocean to help a man ... for this!"" and suggest master, great, doublecross, come, ocean."
"[""oh no!... i absolutely refuse to talk to that drip!"", ""kathy, you've got to! maybe it will help square me with old man pushbutton!"", ""hell h de -""]",[],3875_21_0,"[[6.0, 2.0, 152.0, 111.0], [139.0, 2.0, 323.0, 136.0], [373.0, 7.0, 438.0, 73.0]]",[],"[[138.0, 131.0, 185.0, 190.0], [320.0, 64.0, 380.0, 131.0], [-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""oh no!... i absolutely refuse to talk to that drip!"" and suggest oh, absolutely, refuse, talk, drip."
"[""a fine way to speak to a knight of the road! knows't thou not who i am? but wait .. i think i know thee!"", ""thy face looks familiar! thou art \""the highway man\"", art thou not?""]",[],3891_32_3,"[[6.0, 3.0, 297.0, 152.0], [274.0, 0.0, 568.0, 122.0]]",[],"[[2.0, 304.0, 63.0, 374.0], [402.0, 135.0, 511.0, 215.0]]","The character is angry or betrayed because the dialogue and narration mention ""a fine way to speak to a knight of the road! knows't thou not who i am? but wait .. i think i know thee!"" and suggest fine, way, speak, knight, road."
"[""you were magnificent, vooda!"", ""she has learned a lesson, don't fear! and now, friend tex, let us get back to work!""]",[],3894_8_4,"[[2.0, 33.0, 379.0, 88.0], [0.0, 65.0, 233.0, 254.0]]",[],"[[94.0, 249.0, 130.0, 287.0], [36.0, 267.0, 70.0, 304.0]]","The character is neutral because the dialogue and narration mention ""you were magnificent, vooda!"" and suggest magnificent, vooda."
"[""pardon me for not knocking, but i was so happy to hear you were saved!"", ""how did you know?""]",[],3902_10_4,"[[9.0, 1.0, 190.0, 120.0], [195.0, 1.0, 307.0, 76.0]]",[],"[[140.0, 110.0, 183.0, 162.0], [183.0, 175.0, 235.0, 231.0]]","The character is angry or betrayed because the dialogue and narration mention ""pardon me for not knocking, but i was so happy to hear you were saved!"" and suggest pardon, knocking, happy, hear, saved."
"[""good gosh!""]",[],3902_56_7,"[[144.0, 5.0, 264.0, 62.0]]",[],"[[183.0, 92.0, 214.0, 134.0]]","The character is neutral because the dialogue and narration mention ""good gosh!"" and suggest good, gosh."
"[""what th' ...""]",[],3918_8_2,"[[38.0, 37.0, 225.0, 128.0]]",[],"[[265.0, 224.0, 339.0, 290.0]]","The character is neutral because the dialogue and narration mention ""what th' ..."" and suggest th."
"[""except this way!""]",[],3929_12_4,"[[7.0, 20.0, 204.0, 96.0]]",[],"[[287.0, 58.0, 387.0, 145.0]]","The character is neutral because the dialogue and narration mention ""except this way!"" and suggest way."
"[""loco plague?"", ""yes! it is borne by the wind!it's made many a town go loco... and i'm afraid tomb-stone city is another victim! look!""]",[],3930_44_3,"[[13.0, 16.0, 145.0, 86.0], [135.0, 14.0, 445.0, 178.0]]",[],"[[35.0, 250.0, 111.0, 318.0], [138.0, 228.0, 333.0, 396.0]]","The character is neutral because the dialogue and narration mention ""loco plague?"" and suggest loco, plague."
"[""and here's a touche you didn't expect!""]",[],3932_53_4,"[[196.0, 9.0, 457.0, 122.0]]",[],"[[205.0, 184.0, 292.0, 270.0]]","The character is neutral because the dialogue and narration mention ""and here's a touche you didn't expect!"" and suggest touche, expect."
"[""its spy smasher! bail out!""]","['even as marvel speaks, a deadly hail of steel shatters their plane around them!']",3933_4_4,"[[21.0, 121.0, 245.0, 303.0]]","[[267.0, 321.0, 527.0, 513.0]]","[[80.0, 447.0, 103.0, 468.0]]","The character is neutral because the dialogue and narration mention ""its spy smasher! bail out!"" and suggest spy, smasher, bail, marvel, speaks."
"[""awk - awk!"", ""parrot."", ""chee - chee!""]",[],3934_24_1,"[[44.0, 20.0, 186.0, 109.0], [3.0, 460.0, 83.0, 507.0], [118.0, 398.0, 266.0, 474.0]]",[],"[[194.0, 23.0, 279.0, 103.0], [-1.0, -1.0, -1.0, -1.0], [54.0, 253.0, 89.0, 313.0]]","The character is neutral because the dialogue and narration mention ""awk - awk!"" and suggest awk, awk."
"[""oops! just in time!""]",[],3936_64_7,"[[17.0, 31.0, 161.0, 103.0]]",[],"[[72.0, 182.0, 95.0, 204.0]]","The character is neutral because the dialogue and narration mention ""oops! just in time!"" and suggest oops, time."
"[""i like to mix with people!"", ""help!""]",[],3945_7_3,"[[21.0, 14.0, 384.0, 95.0], [415.0, 25.0, 539.0, 112.0]]",[],"[[155.0, 176.0, 220.0, 242.0], [484.0, 135.0, 558.0, 224.0]]","The character is neutral because the dialogue and narration mention ""i like to mix with people!"" and suggest like, mix, people."
"[""-now to land and investigate that skeleton business - hmm! the two pilots bailed out -they're trying to get away -""]",[],3946_39_3,"[[113.0, 21.0, 407.0, 224.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""-now to land and investigate that skeleton business - hmm! the two pilots bailed out -they're trying to get away -"" and suggest land, investigate, skeleton, business, hmm."
"[""so far so good! now if i can glide over to a corner of the field they may never notice me!""]",[],3950_39_6,"[[12.0, 4.0, 417.0, 128.0]]",[],"[[147.0, 211.0, 171.0, 229.0]]","The character is angry or betrayed because the dialogue and narration mention ""so far so good! now if i can glide over to a corner of the field they may never notice me!"" and suggest far, good, glide, corner, field."
