img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
3500_16_3,"[""<INFORM that was a very good flight, dear!><INFORM  i'm sure that junior is ready now for his first solo!>"", ""<INFORM b.but, mama> <FEEDBACK i'm s - scared!>""]",[],"[[5.0, 8.0, 246.0, 133.0], [224.0, 8.0, 429.0, 65.0]]",[],"[[198.0, 198.0, 271.0, 262.0], [267.0, 258.0, 326.0, 325.0]]"
3502_21_6,"[""<INFORM wolves!> <BACKCHANNEL that fiend!> <INFORM he deliberately set a fire to attract them!> <INFORM they're comin' for me!> <INFORM i'm a goner!>""]",[],"[[29.0, 9.0, 521.0, 98.0]]",[],"[[341.0, 289.0, 363.0, 316.0]]"
3504_20_1,"[""<BACKCHANNEL gosh!> <INFORM she's blown him clear out of sight!>""]",[],"[[13.0, 14.0, 307.0, 86.0]]",[],"[[147.0, 89.0, 238.0, 210.0]]"
3524_2_6,"[""<INFORM and they'll get just that!> <INFORM here's where that smoke comes from,><BACKCHANNEL  now...\t>""]",[],"[[9.0, 2.0, 362.0, 109.0]]",[],"[[146.0, 150.0, 211.0, 217.0]]"
3524_41_4,['<INFORM no eagle - not for long.>'],['and with maniac strength'],"[[159.0, 47.0, 323.0, 144.0]]","[[13.0, 8.0, 322.0, 50.0]]","[[288.0, 140.0, 331.0, 180.0]]"
3526_6_0,['<BACKCHANNEL  boy ...> <INFORM there must be tons of it!> <ORDER get that truck loaded!>'],[],"[[8.0, 18.0, 338.0, 111.0]]",[],"[[76.0, 152.0, 188.0, 265.0]]"
352_31_3,['<FEEDBACK it must have been same sort of ghost...> <INFORM said my hands were really his...> <INFORM and now this blood...> <WHY_QUESTION what does it mean?>'],"['mist, the spirit of zander took flight. mark leaped up from his bed and turned on the lights...']","[[0.0, 74.0, 262.0, 179.0]]","[[0.0, 1.0, 277.0, 80.0]]","[[73.0, 213.0, 120.0, 279.0]]"
3531_24_4,"['<ORDER go into the visiting room..> <INFORM we will send for him-\t>', '<POLITENESS_FORMULA thank you kindly sir!\t>']",[],"[[115.0, 3.0, 389.0, 86.0], [86.0, 71.0, 236.0, 172.0]]",[],"[[206.0, 202.0, 259.0, 263.0], [73.0, 131.0, 122.0, 184.0]]"
3534_38_7,['<BACKCHANNEL er - gulp!> <INFORM adult and one child!>'],"['tonite olaf nelson lecture on ""perils at the pole""']","[[4.0, 7.0, 179.0, 111.0]]","[[199.0, 206.0, 287.0, 339.0]]","[[99.0, 112.0, 147.0, 160.0]]"
3544_45_6,['<BACKCHANNEL ahh!>'],['suddenly.. an ominous creaking.. the ancient bridge snaps in two and samar hurtles toward the swirling waters below...'],"[[200.0, 85.0, 295.0, 157.0]]","[[1.0, 4.0, 505.0, 85.0]]","[[210.0, 192.0, 242.0, 222.0]]"
3545_51_10,['<NOT_CLASSIFIABLE a huge eight.> <INFORM foot bear was seen down there today!!>'],[],"[[1.0, 0.0, 182.0, 136.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
3556_23_5,"['<GREET hey, redskin>']",['suddenly flatfoot leaps at a nearby plane motor...'],"[[24.0, 67.0, 198.0, 140.0]]","[[6.0, 0.0, 375.0, 64.0]]","[[28.0, 191.0, 88.0, 273.0]]"
3556_43_4,"[""<INFORM well i'm just in time!>"", ""<GREET uncle zero!> <INFORM am i glad to see you!> <INFORM we've just been talking about your favorite subject.. ghosts!>""]",[],"[[4.0, 119.0, 123.0, 209.0], [32.0, 10.0, 375.0, 131.0]]",[],"[[107.0, 195.0, 152.0, 256.0], [204.0, 228.0, 252.0, 274.0]]"
3562_6_4,"[""<BACKCHANNEL wow!> <INFORM nips!> <INFORM .. a whole batch of 'em!> <INFORM wait'll mulligan hears this!>"", '<NOT_CLASSIFIABLE abou lan beac begi\t>']",[],"[[187.0, 8.0, 522.0, 93.0], [542.0, 15.0, 613.0, 110.0]]",[],"[[83.0, 183.0, 184.0, 326.0], [-1.0, -1.0, -1.0, -1.0]]"
3567_11_6,"[""<GREET oh, gary!> <INFORM im so glad you're here!>"", ""<INFORM so me and de flame sails into da bums an' wipes'em out!>""]",[],"[[0.0, 13.0, 102.0, 125.0], [101.0, 14.0, 282.0, 126.0]]",[],"[[3.0, 260.0, 64.0, 353.0], [94.0, 233.0, 149.0, 288.0]]"
3571_24_3,"[""<BACKCHANNEL ha!!> <INFORM that's why i use that big oaf!> <INFORM he is so stupid it is safe for me to have him work for me.>""]",[],"[[3.0, 0.0, 533.0, 101.0]]",[],"[[227.0, 120.0, 316.0, 205.0]]"
3590_11_2,['<BACKCHANNEL ooof!!>'],[],"[[0.0, 43.0, 120.0, 104.0]]",[],"[[46.0, 118.0, 339.0, 509.0]]"
3596_8_4,"[""<NOT_CLASSIFIABLE op worrying, ep!> <NOT_CLASSIFIABLE you'd think was your wn son!>"", '<FEEDBACK i wish you were my own son..> <INFORM for five minutes, so i could whale you!>']",[],"[[0.0, 0.0, 164.0, 102.0], [187.0, 0.0, 497.0, 91.0]]",[],"[[30.0, 184.0, 62.0, 222.0], [185.0, 184.0, 222.0, 216.0]]"
3597_21_4,"[""<INFORM i just hope there'll be a couple of those dangerous beauties left by the time we land!>""]",[],"[[72.0, 7.0, 610.0, 130.0]]",[],"[[412.0, 239.0, 431.0, 258.0]]"
359_34_2,['<BACKCHANNEL oh - oh > <GREET goody - goody> <INFORM here comes santa claus.>'],[],"[[285.0, 70.0, 582.0, 274.0]]",[],"[[614.0, 116.0, 722.0, 237.0]]"
360_18_6,"['<FEEDBACK that was good work!>', ""<FEEDBACK but not good enough!> <INFORM i haven't found the plans yet> <INFORM or who slipped them to the janitor!>""]",[],"[[9.0, 3.0, 228.0, 149.0], [218.0, 2.0, 544.0, 230.0]]",[],"[[99.0, 264.0, 133.0, 301.0], [175.0, 249.0, 204.0, 287.0]]"
360_40_8,['<FEEDBACK no!> <FEEDBACK no!> <FEEDBACK no!>'],[],"[[73.0, 35.0, 229.0, 193.0]]",[],"[[144.0, 199.0, 324.0, 339.0]]"
3624_63_7,['<GREET good morning my dear count ><INFORM -- im at your service!>'],['in the office of baron danglars...'],"[[191.0, 56.0, 360.0, 160.0]]","[[0.0, 8.0, 379.0, 54.0]]","[[277.0, 173.0, 339.0, 240.0]]"
3628_24_3,"['<ORDER kill them!>', '<ORDER rush them!>']","['seeing their dear president mercilessly shot, the people gasp in horror and rage...']","[[146.0, 55.0, 281.0, 82.0], [330.0, 55.0, 430.0, 107.0]]","[[25.0, 6.0, 635.0, 52.0]]","[[92.0, 100.0, 114.0, 121.0], [429.0, 99.0, 463.0, 123.0]]"
362_10_3,"[""<OFFER i'll capture you, without using a gun on you!>"", '<FEEDBACK incredible!> <FEEDBACK a bad dream!>', '<FEEDBACK -nightmare you mean!>']","['even as did their cannons and machine guns, their hand guns explode ---']","[[0.0, 72.0, 240.0, 222.0], [235.0, 80.0, 490.0, 187.0], [490.0, 80.0, 678.0, 210.0]]","[[118.0, 0.0, 684.0, 86.0]]","[[75.0, 219.0, 143.0, 280.0], [302.0, 228.0, 374.0, 277.0], [448.0, 242.0, 505.0, 288.0]]"
3630_60_7,"[""<BACKCHANNEL whew!> <INFORM close squeeze now,> <INFORM if he thought i was the hawk's double, the whole fort will think so too!> <INFORM it'll be easy to trick all his men!>""]",[],"[[0.0, 0.0, 259.0, 146.0]]",[],"[[48.0, 212.0, 157.0, 368.0]]"
3632_47_0,['<BACKCHANNEL mm..> <INFORM this tea is delicious!>'],"['the drugged tea cup meant for zx5 is picked up by the imposter.', 'the knockout quickly take']","[[127.0, 68.0, 286.0, 152.0]]","[[0.0, 5.0, 306.0, 69.0], [285.0, 11.0, 466.0, 58.0]]","[[302.0, 263.0, 459.0, 441.0]]"
3635_17_1,"['<BACKCHANNEL whew,> <INFORM made it!>']","['jumbo comics', 'a daring leap..']","[[522.0, 58.0, 690.0, 135.0]]","[[14.0, 0.0, 237.0, 21.0], [15.0, 42.0, 248.0, 78.0]]","[[448.0, 121.0, 547.0, 204.0]]"
363_23_3,"['<GREET hullo --->', '<NOT_CLASSIFIABLE brrfsk ahem>', '<FEEDBACK hoky cats!> <WHY_QUESTION what is it>. <WHY_QUESTION what happened?> <ORDER speak up!> <YES-NO_QUESTION will ya?>']",[],"[[51.0, 6.0, 252.0, 54.0], [192.0, 45.0, 402.0, 139.0], [360.0, 7.0, 634.0, 268.0]]",[],"[[77.0, 84.0, 138.0, 161.0], [65.0, 181.0, 155.0, 264.0], [363.0, 198.0, 451.0, 281.0]]"
363_4_3,['<INFORM haste requires a speedy entrance!>'],[],"[[190.0, 16.0, 657.0, 93.0]]",[],"[[247.0, 167.0, 328.0, 248.0]]"
3652_66_0,['<GREET ahoy! hawk!>'],"[""the hawk's men come alongside the osprey...""]","[[21.0, 55.0, 134.0, 111.0]]","[[0.0, 12.0, 420.0, 54.0]]","[[248.0, 50.0, 287.0, 79.0]]"
3660_32_2,"['<INFORM my plan worked!>', '<GREET panthers!> <ORDER attack!>']",[],"[[16.0, 29.0, 179.0, 93.0], [204.0, 32.0, 429.0, 141.0]]",[],"[[51.0, 89.0, 119.0, 139.0], [53.0, 89.0, 119.0, 137.0]]"
3663_34_2,"['<ORDER get away from me, you ugly beast!>']",[],"[[47.0, 9.0, 249.0, 111.0]]",[],"[[288.0, 61.0, 328.0, 103.0]]"
366_41_0,"['<FEEDBACK good boy, rex!!>']",['but a lithe fury leaps from the darkness...'],"[[475.0, 54.0, 610.0, 114.0]]","[[0.0, 17.0, 646.0, 64.0]]","[[319.0, 55.0, 370.0, 106.0]]"
366_52_4,"['<FEEDBACK that was close but we made!>', '<THANK thanks to you.>']",[],"[[74.0, 17.0, 369.0, 129.0], [494.0, 11.0, 730.0, 93.0]]",[],"[[456.0, 137.0, 484.0, 159.0], [488.0, 140.0, 515.0, 160.0]]"
3672_41_4,"['<GREET  ho, ali hassen,> <INFORM soon shall your horde be rich-rich with slaves,> <INFORM that even now the whites lead to me!\t>', '<FEEDBACK  allah be praised, tanga!> <INFORM if your promise be as strong as is your fear of the spotted cheetah cat, we will pay you well!>']",[],"[[10.0, 49.0, 367.0, 163.0], [22.0, 141.0, 351.0, 252.0]]",[],"[[49.0, 244.0, 151.0, 358.0], [205.0, 317.0, 322.0, 445.0]]"
3678_31_2,"[""<ORDER  fear not, zana,> <INFORM b'maki would not let you die!> <INFORM only the others who witnessed my deed must perish!> <INFORM now will i carry out the rest of my plan!>""]",['...there did i see the canoe with your bride overturned in the croc-infested waters! i tried to save the princess and her'],"[[180.0, 0.0, 506.0, 124.0]]","[[8.0, 499.0, 505.0, 545.0]]","[[175.0, 140.0, 254.0, 231.0]]"
3679_15_1,"[""<FEEDBACK not on your life lutoa,> <INFORM i've been waiting for this chance!><ORDER  confess your guilt or>""]",['then pandemonium! snarls and scre as confusion reigns...'],"[[244.0, 469.0, 561.0, 580.0]]","[[4.0, 2.0, 511.0, 86.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
368_23_6,['<INFORM skyman!>'],[],"[[70.0, 15.0, 612.0, 153.0]]",[],"[[243.0, 403.0, 263.0, 422.0]]"
369_22_3,"[""<INFORM i'm fed up on this whole circus idea of junior's><BACKCHANNEL ---- hey---> <WHY_QUESTION what does that mutt want?>""]",[],"[[179.0, 2.0, 660.0, 266.0]]",[],"[[532.0, 534.0, 620.0, 619.0]]"
3708_31_3,['<WHY_QUESTION where the heck did i land?> <BACKCHANNEL ah!> <INFORM a door!>'],[],"[[51.0, 4.0, 359.0, 55.0]]",[],"[[231.0, 113.0, 295.0, 184.0]]"
370_28_0,['<ORDER hold it_>'],[],"[[60.0, 44.0, 294.0, 119.0]]",[],"[[221.0, 209.0, 351.0, 357.0]]"
3716_22_4,['<BACKCHANNEL aaaaaagh!>'],"['like a rubber band, a hanging rope snaps swiftly--deadly--noosing itself around the thugs neck...']","[[3.0, 102.0, 183.0, 164.0]]","[[0.0, 0.0, 284.0, 102.0]]","[[78.0, 175.0, 240.0, 332.0]]"
3722_12_0,"['<BACKCHANNEL whoa!\t>', ""<INFORM i'll have your gags off in a second!>""]",[],"[[93.0, 7.0, 237.0, 83.0], [221.0, 10.0, 427.0, 119.0]]",[],"[[121.0, 150.0, 180.0, 197.0], [120.0, 149.0, 179.0, 197.0]]"
3730_54_6,"['<BACKCHANNEL not so fast> <INFORM - we have an old score to settle.> /', '<ORDER fight hard master,> <INFORM they are many!>']","['rom the outside, granger and eric close in with the fury of a storm. the savages are trapped and bewildered.']","[[117.0, 66.0, 327.0, 124.0], [314.0, 80.0, 473.0, 140.0]]","[[0.0, 4.0, 490.0, 69.0]]","[[180.0, 166.0, 234.0, 215.0], [333.0, 193.0, 450.0, 317.0]]"
3732_50_2,"['<FEEDBACK something grim,><INFORM  a dose of your own medicine.>', '<WHY_QUESTION what ye going to do??>']",[],"[[340.0, 18.0, 595.0, 97.0], [5.0, 138.0, 198.0, 194.0]]",[],"[[273.0, 6.0, 343.0, 91.0], [137.0, 296.0, 220.0, 360.0]]"
3732_8_8,['<INFORM something tells me that doctor fairchild and his unholy three are on the last trail!>'],[],"[[170.0, 6.0, 416.0, 163.0]]",[],"[[202.0, 217.0, 222.0, 235.0]]"
3741_9_1,"['<BACKCHANNEL ugh!>', '<INFORM like punching a murderer on the jaw with both feet off the ground!>']",[],"[[5.0, 35.0, 114.0, 142.0], [152.0, 308.0, 376.0, 464.0]]",[],"[[116.0, 70.0, 177.0, 130.0], [65.0, 188.0, 119.0, 244.0]]"
3746_32_3,"[""<BACKCHANNEL yawp!> <INFORM he means it!> <BACKCHANNEL owww ...> <INFORM my corset's...>""]",[],"[[44.0, 12.0, 335.0, 109.0]]",[],"[[25.0, 113.0, 183.0, 317.0]]"
3759_26_5,"[""<BACKCHANNEL oops!> <POLITENESS_FORMULA ah5 sorry sir'ah didn't see yo!>""]",[],"[[0.0, 21.0, 188.0, 117.0]]",[],"[[71.0, 221.0, 112.0, 256.0]]"
375_27_2,"['<ORDER  look, mamie!> <INFORM just like they do in the circus!>', '<BACKCHANNEL mmm!> <FEEDBACK these flowers are delicious!> .']",[],"[[25.0, 20.0, 386.0, 173.0], [394.0, 64.0, 657.0, 229.0]]",[],"[[63.0, 338.0, 334.0, 487.0], [394.0, 408.0, 583.0, 590.0]]"
3760_40_3,"[""<BACKCHANNEL ah,> <INFORM good and soapy.> <INFORM too ... full of bubbles!> <INFORM that's the way i like a bath!>""]",[],"[[11.0, 7.0, 229.0, 127.0]]",[],"[[112.0, 167.0, 194.0, 267.0]]"
3762_4_4,"[""<INFORM ... and that's what happened sergeant.> <INFORM she's a witch, i tell you.> <INFORM a curse on the whole territory!>"", ""<FEEDBACK a most amazing story, rossbach,> <INFORM but i'm inclined to take your word for it!> <INFORM we'll send out a patrol at once!>""]",[],"[[14.0, 1.0, 216.0, 188.0], [188.0, 1.0, 388.0, 214.0]]",[],"[[116.0, 234.0, 204.0, 344.0], [260.0, 292.0, 333.0, 385.0]]"
3763_20_0,['<BACKCHANNEL ho - hum!><INFORM i feel so lonely!>'],[],"[[64.0, 244.0, 254.0, 288.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
3763_20_3,['<BACKCHANNEL oops!> <INFORM i tripped!>'],[],"[[20.0, 5.0, 115.0, 59.0]]",[],"[[162.0, 97.0, 225.0, 152.0]]"
376_31_8,"['<GREET  hey,> <ORDER cranberry wait a minute!!!>']",[],"[[10.0, 51.0, 227.0, 172.0]]",[],"[[6.0, 197.0, 178.0, 429.0]]"
3773_30_0,"['<BACKCHANNEL oh boy!> <INFORM this is wonderful!>', '<INFORM i could soak up water faor a week!>']",['urricane kids'],"[[19.0, 18.0, 194.0, 90.0], [213.0, 20.0, 380.0, 95.0]]","[[11.0, 3.0, 270.0, 28.0]]","[[209.0, 86.0, 267.0, 160.0], [269.0, 120.0, 354.0, 194.0]]"
3774_25_0,['<BACKCHANNEL gosh.> <INFORM if i could only get in touch with jupiter by telephone!>'],['recovering after a few hours. we find jim johnson in a phone booth once more'],"[[18.0, 79.0, 178.0, 237.0]]","[[32.0, 21.0, 501.0, 88.0]]","[[196.0, 110.0, 351.0, 284.0]]"
3782_15_0,"[""<INFORM you can take a little snooze.> <INFORM when my pard gets you tied up, i'm sure he'll feel better!>""]",[],"[[23.0, 28.0, 279.0, 190.0]]",[],"[[174.0, 172.0, 283.0, 241.0]]"
3786_58_6,"[""<BACKCHANNEL ha! ha!> <INFORM that stops you doesn't it nelson!> <INFORM - now, you are going to destroy yourself!>""]",[],"[[163.0, 11.0, 458.0, 97.0]]",[],"[[353.0, 102.0, 379.0, 123.0]]"
37_41_2,"['<ORDER hey, get off me, you fancy flea bag!>', '<NOT_CLASSIFIABLE woof woof!>']",[],"[[0.0, 2.0, 200.0, 79.0], [118.0, 60.0, 252.0, 165.0]]",[],"[[30.0, 108.0, 110.0, 180.0], [140.0, 160.0, 200.0, 204.0]]"
3803_15_3,"['<GREET hey, redmask!> <ORDER help!>', '<INFORM i should have known billy gage was some-where behind this!>']",[],"[[6.0, 23.0, 124.0, 120.0], [97.0, 2.0, 252.0, 161.0]]",[],"[[163.0, 257.0, 176.0, 274.0], [192.0, 274.0, 212.0, 295.0]]"
3807_9_1,['<ORDER ...and get him snubbed and ready for saddling!>'],[],"[[0.0, 24.0, 141.0, 105.0]]",[],"[[300.0, 43.0, 343.0, 84.0]]"
3809_4_6,"['<BACKCHANNEL  www... ><INFORM looks like saber my friend after all!> <INFORM ke got scared away, too!>']","['ll their primitive, savage the two huge beasts are locked in mortal combat...']","[[0.0, 80.0, 307.0, 166.0]]","[[0.0, 1.0, 326.0, 82.0]]","[[104.0, 168.0, 165.0, 217.0]]"
3812_33_1,"['<WHY_QUESTION why dont you like to prac-tice your piano lessons billy?>', ""<FEEDBACK 'cause i just hate those drills and exercises>""]",[],"[[19.0, 33.0, 149.0, 174.0], [147.0, 42.0, 269.0, 158.0]]",[],"[[35.0, 213.0, 105.0, 273.0], [158.0, 231.0, 218.0, 298.0]]"
3815_7_0,['<YES-NO_QUESTION but have you thought what would happen to one of those people if his attention was distracted by a sharp sting at the wrong moment?>'],[],"[[8.0, 17.0, 379.0, 174.0]]",[],"[[180.0, 152.0, 313.0, 262.0]]"
3817_62_4,"[""<BACKCHANNEL oh gosh!> <WHY_QUESTION what's that?> <INFORM someone's coming!>""]",[],"[[136.0, 17.0, 373.0, 127.0]]",[],"[[113.0, 308.0, 194.0, 398.0]]"
381_18_3,"['<POLITENESS_FORMULA sorry, but i feel it necessary to keep you from using your arms for awhile!>']",[],"[[8.0, 14.0, 347.0, 128.0]]",[],"[[309.0, 116.0, 398.0, 198.0]]"
3823_27_4,['<GREET jack!> <GREET jack!> <BACKCHANNEL ohh!>'],[],"[[468.0, 71.0, 620.0, 119.0]]",[],"[[539.0, 133.0, 651.0, 215.0]]"
3824_40_2,"['<ORDER look.. up above!> <YES-NO_QUESTION is that chim?>', '<FEEDBACK sure is..> <INFORM and hes scared to pieces!>', ""<NOT_CLASSIFIABLE we'r to s old>""]",[],"[[151.0, 24.0, 381.0, 93.0], [386.0, 18.0, 553.0, 113.0], [560.0, 139.0, 635.0, 229.0]]",[],"[[162.0, 104.0, 244.0, 180.0], [337.0, 191.0, 443.0, 284.0], [-1.0, -1.0, -1.0, -1.0]]"
3825_6_4,"['<WHY_QUESTION great magic of bwana kessler now, lani?> <YES-NO_QUESTION now will you obey?>', '<INFORM does not fea you.> <INFORM she will hunt you dow she will ...>']",[],"[[4.0, 0.0, 216.0, 147.0], [206.0, 0.0, 411.0, 110.0]]",[],"[[82.0, 168.0, 160.0, 241.0], [229.0, 216.0, 291.0, 281.0]]"
382_20_3,['<BACKCHANNEL aha!>'],"['the truck is sent straight at samson, its throttle wide open!-------']","[[31.0, 61.0, 137.0, 130.0]]","[[7.0, 7.0, 483.0, 67.0]]","[[83.0, 196.0, 111.0, 224.0]]"
382_33_1,"['<FEEDBACK you shall have a taste of your own medicine!>', '<BACKCHANNEL oh!> <ORDER help!>']",[],"[[6.0, 8.0, 262.0, 103.0], [299.0, 16.0, 441.0, 93.0]]",[],"[[140.0, 135.0, 189.0, 202.0], [-1.0, -1.0, -1.0, -1.0]]"
3837_2_1,"['<ORDER get up and walk!>', '<BACKCHANNEL ohhhhhhh!>']",['the arab slavers are brutal'],"[[5.0, 59.0, 211.0, 165.0], [199.0, 57.0, 467.0, 167.0]]","[[35.0, 3.0, 463.0, 61.0]]","[[117.0, 238.0, 164.0, 301.0], [230.0, 342.0, 286.0, 383.0]]"
3838_40_6,['<BACKCHANNEL ah!> <INFORM meat on the table!>'],"['several hours later, the sh is sighted by an enemy pilot']","[[113.0, 54.0, 259.0, 107.0]]","[[0.0, 1.0, 282.0, 52.0]]","[[130.0, 123.0, 228.0, 194.0]]"
383_10_1,['<THANK thanks joan mason!>'],[],"[[23.0, 22.0, 177.0, 79.0]]",[],"[[137.0, 172.0, 174.0, 211.0]]"
383_6_7,['<INFORM i never was more eager to come to grips with anyone before!>'],[],"[[294.0, 8.0, 520.0, 92.0]]",[],"[[184.0, 11.0, 249.0, 86.0]]"
3849_56_8,"['<INFORM horse ear!>', '<BACKCHANNEL hm>']",[],"[[0.0, 37.0, 173.0, 98.0], [183.0, 52.0, 248.0, 113.0]]",[],"[[40.0, 153.0, 141.0, 245.0], [173.0, 118.0, 271.0, 182.0]]"
3860_22_3,"['<GREET master,> <INFORM it is a great doublecross!> <INFORM we come across the ocean to help a man ... for this!>', '<FEEDBACK but he did say he was sorry, abdul!>']",[],"[[33.0, 7.0, 275.0, 114.0], [288.0, 5.0, 512.0, 72.0]]",[],"[[300.0, 211.0, 360.0, 273.0], [377.0, 199.0, 463.0, 276.0]]"
3875_21_0,"['<BACKCHANNEL oh no!><INFORM  ... i absolutely refuse to talk to that drip!>', ""<ORDER kathy, you've got to!> <INFORM maybe it will help square me with old man pushbutton!>"", '<NOT_CLASSIFIABLE hell h de ->']",[],"[[6.0, 2.0, 152.0, 111.0], [139.0, 2.0, 323.0, 136.0], [373.0, 7.0, 438.0, 73.0]]",[],"[[138.0, 131.0, 185.0, 190.0], [320.0, 64.0, 380.0, 131.0], [-1.0, -1.0, -1.0, -1.0]]"
3891_32_3,"[""<INFORM a fine way to speak to a knight of the road!> <WHY_QUESTION knows't thou not who i am?> <INFORM but wait .. i think i know thee!>"", '<INFORM thy face looks familiar!> <WHY_QUESTION thou art ""the highway man"", art thou not?>']",[],"[[6.0, 3.0, 297.0, 152.0], [274.0, 0.0, 568.0, 122.0]]",[],"[[2.0, 304.0, 63.0, 374.0], [402.0, 135.0, 511.0, 215.0]]"
3894_8_4,"['<INFORM you were magnificent, vooda!>', ""<INFORM she has learned a lesson,> <ORDER don't fear!> <GREET and now, friend tex,> <INFORM let us get back to work!>""]",[],"[[2.0, 33.0, 379.0, 88.0], [0.0, 65.0, 233.0, 254.0]]",[],"[[94.0, 249.0, 130.0, 287.0], [36.0, 267.0, 70.0, 304.0]]"
3902_10_4,"['<POLITENESS_FORMULA pardon me for not knocking,> <INFORM but i was so happy to hear you were saved!>', '<WHY_QUESTION how did you know?\t>']",[],"[[9.0, 1.0, 190.0, 120.0], [195.0, 1.0, 307.0, 76.0]]",[],"[[140.0, 110.0, 183.0, 162.0], [183.0, 175.0, 235.0, 231.0]]"
3902_56_7,['<BACKCHANNEL good gosh!>'],[],"[[144.0, 5.0, 264.0, 62.0]]",[],"[[183.0, 92.0, 214.0, 134.0]]"
3918_8_2,"[""<BACKCHANNEL what th' ...>""]",[],"[[38.0, 37.0, 225.0, 128.0]]",[],"[[265.0, 224.0, 339.0, 290.0]]"
3929_12_4,['<INFORM except this way!>'],[],"[[7.0, 20.0, 204.0, 96.0]]",[],"[[287.0, 58.0, 387.0, 145.0]]"
3930_44_3,"['<WHY_QUESTION loco plague?>', ""<FEEDBACK yes!> <INFORM it is borne by the wind!><INFORM  it's made many a town go loco...> <INFORM and i'm afraid tomb-stone city is another victim!> <ORDER look!>""]",[],"[[13.0, 16.0, 145.0, 86.0], [135.0, 14.0, 445.0, 178.0]]",[],"[[35.0, 250.0, 111.0, 318.0], [138.0, 228.0, 333.0, 396.0]]"
3932_53_4,"[""<INFORM and here's a touche you didn't expect!>""]",[],"[[196.0, 9.0, 457.0, 122.0]]",[],"[[205.0, 184.0, 292.0, 270.0]]"
3933_4_4,['<INFORM its spy smasher!> <ORDER bail out!>'],"['even as marvel speaks, a deadly hail of steel shatters their plane around them!']","[[21.0, 121.0, 245.0, 303.0]]","[[267.0, 321.0, 527.0, 513.0]]","[[80.0, 447.0, 103.0, 468.0]]"
3934_24_1,"['<BACKCHANNEL awk - awk!>', '<INFORM parrot.>', '<BACKCHANNEL chee - chee!>']",[],"[[44.0, 20.0, 186.0, 109.0], [3.0, 460.0, 83.0, 507.0], [118.0, 398.0, 266.0, 474.0]]",[],"[[194.0, 23.0, 279.0, 103.0], [-1.0, -1.0, -1.0, -1.0], [54.0, 253.0, 89.0, 313.0]]"
3936_64_7,['<BACKCHANNEL oops!> <INFORM just in time!>'],[],"[[17.0, 31.0, 161.0, 103.0]]",[],"[[72.0, 182.0, 95.0, 204.0]]"
3945_7_3,"['<INFORM i like to mix with people!>', '<ORDER help!>']",[],"[[21.0, 14.0, 384.0, 95.0], [415.0, 25.0, 539.0, 112.0]]",[],"[[155.0, 176.0, 220.0, 242.0], [484.0, 135.0, 558.0, 224.0]]"
3946_39_3,"[""<INFORM -now to land and investigate that skeleton business - hmm!> <INFORM the two pilots bailed out -><INFORM  they're trying to get away ->""]",[],"[[113.0, 21.0, 407.0, 224.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
3950_39_6,['<BACKCHANNEL so far so good!> <INFORM now if i can glide over to a corner of the field they may never notice me!>'],[],"[[12.0, 4.0, 417.0, 128.0]]",[],"[[147.0, 211.0, 171.0, 229.0]]"
3956_29_3,"[""<GREET y'know, sheriff,> <INFORM i'm kinda worried 'bout that young woman stayin' all alone in that cottage.>"", ""<BACKCHANNEL  oh,> <FEEDBACK i guess she'll be all right, parson.> <INFORM i'll keep an eye on her.>""]",['as the throng disperses ...'],"[[0.0, 20.0, 244.0, 152.0], [229.0, 22.0, 420.0, 159.0]]","[[0.0, 0.0, 435.0, 26.0]]","[[42.0, 210.0, 163.0, 349.0], [235.0, 170.0, 352.0, 301.0]]"
3958_14_3,"['<INFORM but they give me an idea!> <INFORM and if i work fast, it may do the trick!>']",[],"[[0.0, 18.0, 281.0, 136.0]]",[],"[[30.0, 190.0, 239.0, 433.0]]"
397_7_3,"[""<POLITENESS_FORMULA i'm sorry, sir,,,> <FEEDBACK i told you...>""]","['so... the next day. you go back to the optometrist. you need his glasses,,, those soothing glasses...']","[[63.0, 64.0, 253.0, 122.0]]","[[18.0, 21.0, 456.0, 91.0]]","[[233.0, 73.0, 328.0, 184.0]]"
407_6_2,"[""<GREET hey happy!> <INFORM i'm going to meander out to that barn and have another look!> <ORDER you wait here...>"", '<FEEDBACK shore will, tim> <BACKCHANNEL (p-too!)>']",[],"[[10.0, 18.0, 292.0, 122.0], [290.0, 11.0, 397.0, 91.0]]",[],"[[79.0, 129.0, 162.0, 221.0], [227.0, 119.0, 351.0, 211.0]]"
40_22_1,['<GREET oh boy!> <INFORM the day for the big race is finally here!>'],['sullavilk skates derby'],"[[154.0, 210.0, 456.0, 375.0]]","[[103.0, 0.0, 577.0, 45.0]]","[[516.0, 45.0, 651.0, 184.0]]"
410_7_2,"['<INFORM i got ya now-w-wow!>', '<FEEDBACK careful with that club junior!>']",[],"[[0.0, 0.0, 173.0, 60.0], [181.0, 0.0, 404.0, 61.0]]",[],"[[99.0, 94.0, 160.0, 154.0], [216.0, 108.0, 277.0, 173.0]]"
