img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
bp_1_158_1,"[""<COMMIT oh, we'll stop all right-->""]","['in the country known as azania, the justice of the government tends to have one form...']","[[465.0, 379.0, 639.0, 425.0]]","[[18.0, 306.0, 266.0, 384.0]]","[[541.0, 30.0, 585.0, 96.0]]"
bp_1_158_3,"['<BACKCHANNEL oh,> <NOT_CLASSIFIABLE great panther-spirit,> <ORDER hear my prayer and bring deliverance-->']",[],"[[3.0, 4.0, 255.0, 75.0]]",[],"[[222.0, 5.0, 649.0, 230.0]]"
bp_1_159_1,['<WHY_QUESTION how long o panther spirit? how long before you hear our cries?>'],['azania...'],"[[44.0, 596.0, 271.0, 658.0]]","[[0.0, 7.0, 114.0, 21.0]]","[[79.0, 240.0, 199.0, 413.0]]"
bp_1_159_5,"[""<NOT_CLASSIFIABLE blasted holy men...><INFORM  they're half crazy to begin with!>""]",[],"[[5.0, 6.0, 145.0, 88.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_161_3,['<YES-NO_QUESTION my king -- are you all righ?>'],[],"[[22.0, 5.0, 174.0, 48.0]]",[],"[[4.0, 63.0, 193.0, 355.0]]"
bp_1_163_0,"['<NOT_CLASSIFIABLE and now, when i most need the strength and surety that comes from my god>', '<YES-NO_QUESTION has he, in fact, deserted me?> <YES-NO_QUESTION has he?>']",[],"[[0.0, 0.0, 239.0, 82.0], [6.0, 893.0, 154.0, 966.0]]",[],"[[4.0, 110.0, 318.0, 859.0], [5.0, 109.0, 315.0, 859.0]]"
bp_1_163_2,"['<INFORM our host certainly seems to be of mercurial temperament tonight!>', '<FEEDBACK he may act abruptly, but not without reason, ambassador inouye!>']",[],"[[0.0, 4.0, 115.0, 146.0], [0.0, 219.0, 369.0, 265.0]]",[],"[[138.0, 10.0, 296.0, 194.0], [392.0, 28.0, 580.0, 246.0]]"
bp_1_163_4,"['<ORDER hurry, fools!> <INFORM you know the black panther must not be seen without an honor guard-- especially now!>']",[],"[[1.0, 5.0, 117.0, 170.0]]",[],"[[140.0, 22.0, 155.0, 40.0]]"
bp_1_164_2,"['<BACKCHANNEL homelands!> <INFORM we uproot them from homes they thought they owned,> <INFORM give them scraps of veldt with no resources and then force them to work in our factories as aliens without rights!>']",[],"[[4.0, 3.0, 164.0, 171.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_164_9,"['<WHY_QUESTION what sort of system is that?>', '<FEEDBACK alas, it is the one we have.>']",[],"[[5.0, 3.0, 144.0, 46.0], [81.0, 271.0, 136.0, 351.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [1.0, 46.0, 141.0, 456.0]]"
bp_1_165_6,['<ORDER stand aside!> <INFORM this is our country!>'],[],"[[0.0, 0.0, 118.0, 62.0]]",[],"[[36.0, 159.0, 54.0, 181.0]]"
bp_1_167_1,"[""<INFORM --you're more enslaved than the azanians!>"", ""<ORDER attention!><INFORM  t'challa kins of the wakanda's, the black panther, shall give a public address at the temple square in twenty minutes!><INFORM  all wakandans are welcome!>""]","['minutes later, loudspeakers throughout the city make an announcement...']","[[339.0, 3.0, 563.0, 38.0], [306.0, 349.0, 613.0, 458.0]]","[[365.0, 209.0, 525.0, 289.0]]","[[308.0, 86.0, 338.0, 119.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_1_167_2,"['<INFORM young one--the panther spirit is our nation--!>', ""<FEEDBACK no!> <INFORM it's a club you hold over our heads!>""]",[],"[[141.0, 5.0, 289.0, 58.0], [141.0, 411.0, 289.0, 459.0]]",[],"[[44.0, 57.0, 134.0, 132.0], [52.0, 143.0, 221.0, 383.0]]"
bp_1_168_0,"['<INFORM i am shocked to learn of brutal murder of governor fugard in his home two days ago.> <INFORM although a member of goverment all just men must condemn, he fought long and hard for equality and representative rule.> <INFORM i condemn his murderer.>']","['soon, as his speech is transmitted by video relay to every outlying village, the panther begins--']","[[34.0, 123.0, 298.0, 315.0]]","[[4.0, 3.0, 324.0, 57.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_168_1,"[""<INFORM i condemn the man who arrogates to himself the panther spirit's name and so gives the evil men who rule azania nothing less than an excuse to commit genocide-->"", '<INFORM and, while i condemn apartheid as a blot on the face of all humanity that must be erased-->']",[],"[[4.0, 5.0, 251.0, 125.0], [26.0, 130.0, 246.0, 222.0]]",[],"[[158.0, 572.0, 185.0, 603.0], [161.0, 575.0, 187.0, 605.0]]"
bp_1_168_3,"['<INFORM -- i condemn this fruitless revolt, and plead that both sides lay down their arms in truce.>']",[],"[[116.0, 3.0, 520.0, 50.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_168_4,"['<INFORM i condemn the masters of azania who, for generations have infucted pain and death on an innocent populace because of their race-->']",[],"[[4.0, 4.0, 144.0, 177.0]]",[],"[[23.0, 266.0, 131.0, 398.0]]"
bp_1_169_3,"['<NOT_CLASSIFIABLE traitor!!>', ""<INFORM by this you have given public support to that cursed regime! no wonder the panther spirit deserted you-- it can't stomach traitors! >""]",[],"[[4.0, 2.0, 140.0, 50.0], [54.0, 382.0, 324.0, 486.0]]",[],"[[10.0, 138.0, 185.0, 337.0], [11.0, 136.0, 185.0, 338.0]]"
bp_1_169_5,"['<INFORM it is you who are the traitor, ndebele!><INFORM  i thing the government itselt set this revolt up to consolidate their power!>', '<INFORM and i will not desert my king at the first bad omen!>']",[],"[[5.0, 3.0, 223.0, 101.0], [153.0, 235.0, 320.0, 313.0]]",[],"[[52.0, 291.0, 97.0, 340.0], [52.0, 293.0, 98.0, 335.0]]"
bp_1_169_6,['<FEEDBACK --in order to see with certainty whether the panther spirit yet dwells within you-->'],[],"[[7.0, 4.0, 199.0, 90.0]]",[],"[[5.0, 102.0, 197.0, 527.0]]"
bp_1_170_4,"[""<INFORM it's tabby!!>""]",[],"[[225.0, 4.0, 338.0, 55.0]]",[],"[[45.0, 34.0, 219.0, 247.0]]"
bp_1_174_3,"['<INFORM the citizens of azania put their faith in you--to protect our way of life... to live up to your pledge!>', '<NOT_CLASSIFIABLE for duty-- for honor-- for country!>']",[],"[[4.0, 5.0, 223.0, 96.0], [804.0, 66.0, 964.0, 136.0]]",[],"[[267.0, 55.0, 289.0, 80.0], [649.0, 5.0, 684.0, 41.0]]"
bp_1_174_5,"[""<INFORM so now we take the fight to him.> <INFORM we're going into wakanda.>""]",[],"[[4.0, 3.0, 159.0, 67.0]]",[],"[[4.0, 142.0, 169.0, 483.0]]"
bp_1_176_3,"['<INFORM the revolt in azania is a ghastly failure!> <INFORM it is precisely the excuse the government needs to exterminate the natives in that country!>', '<FEEDBACK even so,> <INFORM our king should have demonstrated solidarity with the rebels> <INFORM their cause is a just one!>']",[],"[[4.0, 1.0, 257.0, 105.0], [441.0, 136.0, 643.0, 243.0]]",[],"[[229.0, 157.0, 245.0, 169.0], [344.0, 107.0, 364.0, 125.0]]"
bp_1_177_0,"['<INFORM -- has never survived on faith!>', '<BACKCHANNEL arrrrgh!> <NOT_CLASSIFIABLE my ear-- the pain--!>']",[],"[[29.0, 5.0, 216.0, 68.0], [23.0, 670.0, 183.0, 741.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [48.0, 161.0, 310.0, 577.0]]"
bp_1_177_2,"['<NOT_CLASSIFIABLE seek not to sway me with words of king-->', '<FEEDBACK --neither the cleverness of the warrior nor the cat is with words!>']",[],"[[7.0, 319.0, 91.0, 414.0], [149.0, 655.0, 304.0, 743.0]]",[],"[[46.0, 442.0, 230.0, 661.0], [45.0, 441.0, 229.0, 661.0]]"
bp_1_179_3,"['<INFORM we koff koff fight you, murderer! to the end!><INFORM  you never conquer our people!>', '<INFORM a kid.><INFORM  i almost killed a kid.>']",[],"[[124.0, 4.0, 320.0, 108.0], [211.0, 393.0, 302.0, 465.0]]",[],"[[106.0, 76.0, 178.0, 166.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_1_179_4,"[""<INFORM well, he can't have got far!> <ORDER show yourself panther!>""]",[],"[[164.0, 331.0, 300.0, 441.0]]",[],"[[8.0, 3.0, 188.0, 316.0]]"
bp_1_180_0,"['<INFORM ... is you!>', '<BACKCHANNEL uh-oh...>']",[],"[[37.0, 5.0, 161.0, 33.0], [165.0, 387.0, 240.0, 439.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [4.0, 26.0, 169.0, 465.0]]"
bp_1_180_1,"[""<WHY_QUESTION what's all the ruckus over here?>"", '<GREET guys!> <YES-NO_QUESTION have you got the panther yet?>']",[],"[[313.0, 2.0, 425.0, 99.0], [357.0, 302.0, 492.0, 380.0]]",[],"[[294.0, 218.0, 315.0, 244.0], [297.0, 218.0, 315.0, 244.0]]"
bp_1_180_2,"['<INFORM the panther has defeated them!>', '<INFORM there can be no more proof needed than this!> <INFORM he is our king!>']",[],"[[4.0, 292.0, 119.0, 394.0], [158.0, 391.0, 330.0, 483.0]]",[],"[[65.0, 136.0, 158.0, 265.0], [247.0, 96.0, 285.0, 134.0]]"
bp_1_183_2,"['<INFORM we have to get more information about it><ORDER -- find out whatever else your source might know -->', ""<ORDER and act, act before it's -->""]",[],"[[4.0, 4.0, 211.0, 83.0], [3.0, 440.0, 130.0, 479.0]]",[],"[[5.0, 85.0, 278.0, 418.0], [4.0, 85.0, 278.0, 418.0]]"
bp_1_183_3,"[""<INFORM as for the beeper..> <INFORM i'm afraid there's no place to put it with this outfit.>""]",[],"[[325.0, 4.0, 478.0, 105.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_183_4,"['<OR_QUESTION so, does the one true black panther wish to go over trade reports.. or just have an early breakfast?>']",[],"[[177.0, 4.0, 390.0, 86.0]]",[],"[[24.0, 22.0, 184.0, 200.0]]"
bp_1_184_0,"['<INFORM you know i could have the gun empty ist chambers, and return it to you before you had a chance to pull the trigger>', ""<FEEDBACK that's not the point t'challa!><FEEDBACK you can't continue to run out on your country!>"", '<FEEDBACK malaika--there is a force leading a black revolt against the ruling whites in azania in my name.><INFORM my right to wear the sacred panther garb is being disputed.><INFORM and, a member of my shadow cabinet tells me some lunatic has a missile pointed at the heart of my kingdom!>', '<YES-NO_QUESTION did you expect me to sit in council and debate ways and means?>', '<FEEDBACK i knew you would come.><INFORM you had to come.>']",[],"[[6.0, 8.0, 326.0, 71.0], [116.0, 653.0, 333.0, 725.0], [358.0, 3.0, 653.0, 151.0], [546.0, 158.0, 657.0, 282.0], [417.0, 678.0, 655.0, 726.0]]",[],"[[94.0, 120.0, 209.0, 258.0], [-1.0, -1.0, -1.0, -1.0], [557.0, 370.0, 635.0, 470.0], [558.0, 372.0, 634.0, 471.0], [381.0, 213.0, 490.0, 397.0]]"
bp_1_184_2,"[""<WHY_QUESTION but why me?><WHY_QUESTION  why can't he continue to deal with you?>"", '<INFORM his unstructions were explicit.><INFORM  you came along, or no deal.>']",[],"[[7.0, 2.0, 229.0, 52.0], [9.0, 432.0, 243.0, 482.0]]",[],"[[74.0, 124.0, 89.0, 139.0], [56.0, 126.0, 67.0, 138.0]]"
bp_1_185_0,"[""<INFORM you are already under censure and arrest for interfering with sacret ritual> -- <ORDER don't make it harder on yourself!>"", '<INFORM a message was transmitted to wakanda from europe> -- <INFORM and it has been traced to you!>', '<INFORM i know nothing about a message, ndebele.>']",[],"[[163.0, 3.0, 460.0, 76.0], [333.0, 229.0, 459.0, 380.0], [46.0, 462.0, 458.0, 486.0]]",[],"[[100.0, 40.0, 158.0, 112.0], [331.0, 104.0, 395.0, 208.0], [181.0, 191.0, 251.0, 281.0]]"
bp_1_185_4,"[""<INFORM he is one of t'challa's order of the panther> -- <INFORM i know they're up to something!>"", ""<INFORM i know they hate our adherence to the old ways..and now that the omens fal against t'challa,> <NOT_CLASSIFIABLE they seek to>--<WHY_QUESTION to do what?>""]",[],"[[7.0, 5.0, 224.0, 68.0], [4.0, 403.0, 227.0, 484.0]]",[],"[[116.0, 87.0, 169.0, 135.0], [104.0, 86.0, 170.0, 134.0]]"
bp_1_186_0,"[""<INFORM a baby-buggy like this won't get us from the center of africa to its southern tip in six months!>"", '<FEEDBACK ordinarily, yes -->', '<INFORM -- but slip a few bars of wakandan vibranium into the engine housing -->']",[],"[[4.0, 7.0, 228.0, 81.0], [49.0, 409.0, 163.0, 450.0], [186.0, 418.0, 370.0, 481.0]]",[],"[[2.0, 180.0, 97.0, 316.0], [133.0, 149.0, 236.0, 380.0], [133.0, 148.0, 235.0, 380.0]]"
bp_1_186_3,"[""<WHY_QUESTION what's this?> <WHY_QUESTION a security lock?> <INFORM only the king could have done this--><WHY_QUESTION  but why keep it secret, unless-->"", ""<INFORM well, as a council member, i know the overrides, so i'll soon--\n>""]",[],"[[5.0, 5.0, 322.0, 54.0], [204.0, 386.0, 326.0, 486.0]]",[],"[[128.0, 119.0, 169.0, 156.0], [127.0, 120.0, 168.0, 155.0]]"
bp_1_186_4,"['<NOT_CLASSIFIABLE ""-- atomic attack imminent --"">', '<BACKCHANNEL oh, my g-->']",[],"[[122.0, 2.0, 301.0, 43.0], [10.0, 426.0, 78.0, 482.0]]",[],"[[41.0, 57.0, 307.0, 486.0], [42.0, 56.0, 307.0, 486.0]]"
bp_1_186_6,"['<INFORM --see. by the white ape--!>', '<ORDER ""red alert. all systems stand by--!>']",[],"[[6.0, 2.0, 278.0, 29.0], [155.0, 430.0, 302.0, 480.0]]",[],"[[71.0, 45.0, 232.0, 311.0], [71.0, 45.0, 232.0, 311.0]]"
bp_1_187_2,"[""<INFORM according to little's information, a few more minutes should put us in striking distance of the missile base.>""]",[],"[[4.0, 5.0, 317.0, 88.0]]",[],"[[7.0, 75.0, 316.0, 480.0]]"
bp_1_187_4,['<INFORM this is as far as we dare go.> <INFORM from here i must go alone.>'],[],"[[6.0, 272.0, 167.0, 379.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_189_5,['<INFORM and the answer is-- not unless you stop that missile.> <ORDER give the order now.>'],[],"[[4.0, 3.0, 204.0, 71.0]]",[],"[[5.0, 109.0, 193.0, 362.0]]"
bp_1_190_0,"['<INFORM if you will pull that missile back into its silo, siphon off its fuel as a token of your good will, i will surrender myself to you and make any statement to the world press you want me to make.><INFORM i will also, naturally, not tear out your living heart as i had intended.>', '<INFORM you do not frighten me.><FEEDBACK i agree to your temrs.>']",[],"[[360.0, 5.0, 956.0, 85.0], [735.0, 92.0, 877.0, 164.0]]",[],"[[226.0, 17.0, 368.0, 173.0], [549.0, 86.0, 667.0, 203.0]]"
bp_1_190_2,['<FEEDBACK -- is seeing the black panther groveling before a white man for all the world to see!>'],[],"[[4.0, 605.0, 171.0, 710.0]]",[],"[[4.0, 214.0, 175.0, 600.0]]"
bp_1_190_3,['<ORDER attention!><ORDER  delay the launch ten minutes!><ORDER  await further instructions!>'],[],"[[141.0, 4.0, 489.0, 37.0]]",[],"[[324.0, 61.0, 381.0, 106.0]]"
bp_1_193_1,"['<ORDER oh, look!> <INFORM the dancers are re-enacting your triumph over the supremacists!>']",[],"[[9.0, 8.0, 155.0, 120.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_193_5,"[""<INFORM you could be a little cheerier, t'challa.><INFORM people might think you're not having a good time --!>""]",[],"[[134.0, 6.0, 304.0, 105.0]]",[],"[[5.0, 124.0, 136.0, 298.0]]"
bp_1_194_3,['<INFORM i only hope we can stop him before he does something stupid..!\n>'],[],"[[11.0, 367.0, 157.0, 461.0]]",[],"[[120.0, 198.0, 139.0, 218.0]]"
bp_1_195_1,"['<NOT_CLASSIFIABLE holy--!>', ""<INFORM you shall be tried by fang and claw, and your sinew and blood shall be torn by my judgement, t'challa son of t'chaka>""]",[],"[[4.0, 1.0, 117.0, 47.0], [75.0, 155.0, 282.0, 342.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_1_195_2,"['<INFORM so it shall, great one -- if unworthiness lies in me.>', '<FEEDBACK we shall see, mortal ..>']",[],"[[29.0, 5.0, 207.0, 89.0], [26.0, 148.0, 161.0, 215.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [213.0, 72.0, 453.0, 243.0]]"
bp_1_195_4,"['<INFORM now is the time when all i am is called into question.>', '<INFORM but not your soul alone.>']",[],"[[4.0, 8.0, 189.0, 75.0], [156.0, 408.0, 263.0, 468.0]]",[],"[[197.0, 117.0, 308.0, 304.0], [196.0, 118.0, 308.0, 304.0]]"
bp_1_198_1,"[""<INFORM he's broken free -- but that bite took out a fair chunk of his arm.>"", ""<INFORM so that's what happened in azania -- the panther spirit took another person's form and led the revolt. it seems almost beyond belief.>"", ""<NOT_CLASSIFIABLE mightn't be instead, bomwana -->""]",[],"[[5.0, 39.0, 158.0, 160.0], [194.0, 10.0, 328.0, 290.0], [133.0, 525.0, 279.0, 596.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_1_198_5,['<NOT_CLASSIFIABLE whatever you say.>'],[],"[[222.0, 0.0, 385.0, 53.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_1_199_3,"[""<INFORM the session's already started: i can just hear that madman raving on again about-->""]",[],"[[11.0, 7.0, 262.0, 79.0]]",[],"[[199.0, 140.0, 218.0, 171.0]]"
bp_1_200_0,['<ORDER yes! run!> <INFORM the chase will be good! the chase will be quick!>'],['he iis faster-- tirelesss--'],"[[9.0, 7.0, 356.0, 62.0]]","[[625.0, 212.0, 759.0, 284.0]]","[[216.0, 109.0, 261.0, 164.0]]"
bp_1_201_2,"['<FEEDBACK no.>', '<INFORM you are mine.>']",[],"[[30.0, 18.0, 95.0, 54.0], [11.0, 370.0, 85.0, 430.0]]",[],"[[18.0, 66.0, 274.0, 326.0], [19.0, 67.0, 274.0, 326.0]]"
bp_1_203_1,"[""<INFORM i still don't understand..> <WHY_QUESTION how could you lose to the panther - spirit and still win?> <ORDER don't tell me you argued him out of it!>"", '<FEEDBACK malaika -->']",['wakanda'],"[[36.0, 55.0, 193.0, 212.0], [205.0, 190.0, 314.0, 223.0]]","[[4.0, 3.0, 128.0, 41.0]]","[[84.0, 246.0, 128.0, 290.0], [151.0, 291.0, 186.0, 325.0]]"
bp_1_203_4,"['<INFORM -- we did not argue.>', '<INFORM the blood of out brothers is a holy thing, and their bondage blasphemy.>']",[],"[[6.0, 5.0, 157.0, 56.0], [5.0, 266.0, 169.0, 386.0]]",[],"[[38.0, 5.0, 170.0, 547.0], [45.0, 5.0, 170.0, 547.0]]"
bp_2_205_1,"['<FEEDBACK okay, ross, your report is starting to make a little sence now.>', ""<INFORM which could mean i'm just crazy.>"", '<BACKCHANNEL hey,><WHY_QUESTION why should i be the only one?>', '<INFORM so the client caught the bad guy, droped him with that cop tork-->', ""<INFORM --and was free to head home and deal with achebe -- the creep who'd stolen his country.><WHY_QUESTION Then what --?!>""]",[],"[[343.0, 155.0, 488.0, 282.0], [345.0, 269.0, 486.0, 340.0], [144.0, 349.0, 262.0, 426.0], [721.0, 346.0, 876.0, 448.0], [726.0, 448.0, 895.0, 581.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [290.0, 350.0, 477.0, 533.0], [574.0, 450.0, 670.0, 563.0], [573.0, 449.0, 671.0, 561.0]]"
bp_2_207_0,"['<ORDER keep moving!>', ""<INFORM only one of them can climb through this vent at a time -- and they don't dare attack us alone!>"", ""<NOT_CLASSIFIABLE but --> <WHY_QUESTION what's ahead?> <WHY_QUESTION where's this vent lead to?!>"", '<FEEDBACK irrelevant, agent 13 --> <INFORM there is no turning back!>', '<COMMIT whatever awaits us at the other end -- we will overcome!>']",[],"[[41.0, 25.0, 142.0, 65.0], [292.0, 57.0, 446.0, 177.0], [561.0, 21.0, 719.0, 91.0], [644.0, 315.0, 817.0, 377.0], [694.0, 382.0, 873.0, 441.0]]",[],"[[196.0, 27.0, 283.0, 104.0], [201.0, 31.0, 282.0, 99.0], [462.0, 50.0, 540.0, 147.0], [807.0, 45.0, 898.0, 147.0], [805.0, 43.0, 896.0, 145.0]]"
bp_2_207_1,"['<WHY_QUESTION and this has exactly what to do with my question--?>', '<FEEDBACK context, nikki>']",[],"[[42.0, 51.0, 181.0, 119.0], [195.0, 105.0, 281.0, 143.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_2_207_3,"['<INFORM since i am no longer on active duty with the avengers, the have a vacancy in their roster -- -- one which i hope will be filled by -- the panther!>', '<FEEDBACK i wish to consider it, my friend -->']",[],"[[14.0, 5.0, 226.0, 144.0], [133.0, 129.0, 283.0, 188.0]]",[],"[[8.0, 166.0, 81.0, 293.0], [85.0, 191.0, 201.0, 380.0]]"
bp_2_207_4,"['<INFORM -- you asked me about that business with the avengers -->', '<FEEDBACK yes, since the president of the united states called you on the carpet about it -->', ""<FEEDBACK -- and gave you 24 hours to get king t'challa on the leash -->""]",[],"[[88.0, 28.0, 243.0, 111.0], [18.0, 112.0, 151.0, 241.0], [32.0, 359.0, 192.0, 434.0]]",[],"[[212.0, 300.0, 247.0, 344.0], [140.0, 254.0, 182.0, 303.0], [142.0, 254.0, 181.0, 301.0]]"
bp_2_208_5,"[""<INFORM ...biting every hand that feeds him.> <ORDER get dressed.> <INFORM i've taken the liberty of buying you some new clothes.>""]",[],"[[198.0, 47.0, 316.0, 248.0]]",[],"[[4.0, 14.0, 203.0, 450.0]]"
bp_2_209_3,"[""<INFORM -- that factions within the u.s. intelligece community have effected a coup d'etat in my homeland.> <GREET my friends-->"", '<INFORM this constitutes an act of war.>']",[],"[[182.0, 10.0, 420.0, 93.0], [324.0, 71.0, 426.0, 143.0]]",[],"[[159.0, 123.0, 235.0, 223.0], [160.0, 122.0, 232.0, 221.0]]"
bp_2_210_3,"[""<ORDER get back to new york.> <INFORM you've got 24 hours to get king t'challa to retract his statement> <NOT_CLASSIFIABLE or you're shipping out to -->""]",[],"[[9.0, 5.0, 286.0, 100.0]]",[],"[[35.0, 114.0, 183.0, 356.0]]"
bp_2_211_0,"[""<WHY_QUESTION t'challa -- what do you want from me?!>"", '<FEEDBACK nicole.. it is not our time.>', '<INFORM first in my life is to defend and serve the wakandans.><COMMIT  for me to truly lead, i must be more than king -->', '<COMMIT -- i must be chieftain of the panther clan.><INFORM  my studies here are part of that pilgrimage.>']",[],"[[186.0, 23.0, 306.0, 93.0], [327.0, 20.0, 433.0, 73.0], [420.0, 29.0, 583.0, 159.0], [434.0, 162.0, 597.0, 273.0]]",[],"[[296.0, 218.0, 330.0, 250.0], [375.0, 190.0, 411.0, 226.0], [379.0, 192.0, 411.0, 229.0], [376.0, 192.0, 406.0, 227.0]]"
bp_2_211_1,"['<FEEDBACK i mean, nick, there are practical limits to what i can tell a head of state to do or not to do -->']",[],"[[207.0, 187.0, 368.0, 308.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
bp_2_211_2,"['<YES-NO_QUESTION and me?> <YES-NO_QUESTION was i part of the journey?>', '<FEEDBACK of course.> <INFORM but the journey continues.> <NOT_CLASSIFIABLE if i rest...> <NOT_CLASSIFIABLE if i stray...> <INFORM my people perish.> <ORDER you must understand that.>', '<FEEDBACK -- -- i do.>']",[],"[[270.0, 5.0, 402.0, 57.0], [36.0, 310.0, 220.0, 452.0], [315.0, 349.0, 377.0, 433.0]]",[],"[[310.0, 104.0, 399.0, 210.0], [124.0, 81.0, 209.0, 194.0], [310.0, 105.0, 398.0, 209.0]]"
bp_2_213_0,"['<NOT_CLASSIFIABLE and, so...>', ""<INFORM ... you've pled your case before the global council, declared war on the mightiest nation on the planet -->"", '<INFORM -- and scarcely do the winds of change blow.>', '<INFORM how the mighty have fallen.>']",['the hockey puck'],"[[139.0, 84.0, 190.0, 121.0], [139.0, 120.0, 300.0, 240.0], [161.0, 240.0, 281.0, 311.0], [594.0, 75.0, 712.0, 137.0]]","[[262.0, 9.0, 658.0, 57.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [677.0, 152.0, 729.0, 215.0]]"
bp_2_213_2,"[""<INFORM you will be assassinated before dawn, t'challa we both know it.>"", ""<FEEDBACK we both know you need me now. if it wasn't for me>"", '<FEEDBACK ah, finally -- my cue -->']",[],"[[34.0, 6.0, 266.0, 58.0], [266.0, 6.0, 490.0, 58.0], [125.0, 338.0, 243.0, 397.0]]",[],"[[60.0, 63.0, 183.0, 203.0], [266.0, 85.0, 442.0, 217.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_2_215_2,"[""<INFORM i thougnt we had a deal, t'challa.> <INFORM i thought after my royal dumping, i'd be through with this kind of thing.>"", '<INFORM i\'ve been kidnapped, made into a human bomb, arrested, trailed by spy-guys, shot at, and ""detained"" by that creepy white wolf>.<INFORM  all in all, a pretty full day.\n>']",[],"[[16.0, 2.0, 188.0, 134.0], [52.0, 472.0, 210.0, 667.0]]",[],"[[108.0, 197.0, 256.0, 371.0], [112.0, 198.0, 256.0, 371.0]]"
bp_2_216_4,"[""<FEEDBACK yes!><ORDER nail 'em your high -->""]","['thank you, dr. achebe.']","[[150.0, 1.0, 323.0, 86.0]]","[[18.0, 15.0, 116.0, 70.0]]","[[176.0, 80.0, 287.0, 245.0]]"
bp_2_217_1,"['<INFORM only here, in the techno jungle, can the prowlers be stopped.>', '<INFORM hidden within this labyrinth are protocols and controls known only to me.>', ""<YES-NO_QUESTION you've known all along, haven't you?> <INFORM you knew the trip to the u.s. was a lure --> <INFORM you knew there'd be a coup -->"", '<FEEDBACK i suspected.> <INFORM had i not feigned ignorance, many more innocents would have been harmed -->']",[],"[[4.0, 4.0, 168.0, 95.0], [28.0, 304.0, 196.0, 401.0], [446.0, 6.0, 680.0, 132.0], [576.0, 258.0, 773.0, 399.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [353.0, 69.0, 484.0, 238.0], [704.0, 71.0, 811.0, 220.0]]"
bp_2_219_0,"['<INFORM -- this trap, or the fact achebe must have been planning to put you in it for months.>', ""<INFORM i mean you don't exactly buy one of these things from k-mart...>""]",[],"[[695.0, 3.0, 902.0, 77.0], [791.0, 83.0, 903.0, 174.0]]",[],"[[459.0, 27.0, 601.0, 142.0], [459.0, 25.0, 601.0, 141.0]]"
bp_2_219_1,"['<FEEDBACK ah, yes.> <INFORM i know that...>', ""<INFORM y'know, your highness, i don't know what's scarier -->""]",[],"[[600.0, 198.0, 656.0, 251.0], [655.0, 175.0, 813.0, 287.0]]",[],"[[224.0, 29.0, 375.0, 171.0], [225.0, 28.0, 373.0, 168.0]]"
bp_2_219_4,"[""<INFORM and, you're naked.>"", '<FEEDBACK correct.>', ""<INFORM and if i don't, i'll probably die.>"", '<FEEDBACK correct.>']",[],"[[27.0, 8.0, 127.0, 74.0], [6.0, 73.0, 110.0, 108.0], [38.0, 112.0, 136.0, 180.0], [13.0, 173.0, 112.0, 213.0]]",[],"[[140.0, 58.0, 295.0, 244.0], [-1.0, -1.0, -1.0, -1.0], [139.0, 57.0, 295.0, 245.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_2_220_5,"[""<FEEDBACK ...maybe he thinks i'm his friend...>""]",[],"[[101.0, 64.0, 218.0, 118.0]]",[],"[[163.0, 189.0, 301.0, 389.0]]"
bp_2_221_1,"['<ORDER ... go home.>', '<INFORM i am home.><INFORM i was home.>']",[],"[[20.0, 30.0, 90.0, 73.0], [110.0, 19.0, 227.0, 96.0]]",[],"[[54.0, 140.0, 108.0, 217.0], [156.0, 120.0, 301.0, 272.0]]"
